onset	duration	stim_file	stim_lable	levelOfOcclusion	stim_started	stim_stopped	key_time	key_fix	stim_started_1	stim_stopped_1	key_time_1	key_fix_1
39.994	4	Aircraft1_10%_17.jpg	0	0.1	39.994	43.731	41.028	0	39.994	43.731	41.028	0
44.02	4	Aircraft2_10%_42.jpg	1	0.1	44.02	47.759	44.626	1	44.02	47.759	44.626	1
48.046	4	Aircraft2_10%_44.jpg	1	0.1	48.046	51.783	48.671	1	48.046	51.783	48.671	1
52.082	4	Aircraft1_10%_10.jpg	0	0.1	52.082	55.814	52.598	0	52.082	55.814	52.598	0
56.099	4	Aircraft2_10%_25.jpg	1	0.1	56.099	59.829	56.994	1	56.099	59.829	56.994	1
60.093	4	rest.jpg	NaN	NaN	60.093	63.822	64.093	NaN	60.093	63.822	64.093	NaN
64.072	4	rest.jpg	NaN	NaN	64.072	67.804	68.072	NaN	64.072	67.804	68.072	NaN
68.057	4	rest.jpg	NaN	NaN	68.057	71.788	72.057	NaN	68.057	71.788	72.057	NaN
72.053	4	Aircraft1_90%_12.jpg	0	0.9	72.053	75.788	73.396	0	72.053	75.788	73.396	0
76.053	4	Aircraft2_90%_32.jpg	1	0.9	76.053	79.789	77.151	1	76.053	79.789	77.151	1
80.067	4	Aircraft2_90%_48.jpg	1	0.9	80.067	83.799	80.756	1	80.067	83.799	80.756	1
84.082	4	Aircraft1_90%_19.jpg	0	0.9	84.082	87.811	85.175	0	84.082	87.811	85.175	0
88.073	4	Aircraft1_90%_33.jpg	0	0.9	88.073	91.808	88.951	0	88.073	91.808	88.951	0
92.077	4	rest.jpg	NaN	NaN	92.077	95.81	96.077	NaN	92.077	95.81	96.077	NaN
96.055	4	rest.jpg	NaN	NaN	96.055	99.789	100.055	NaN	96.055	99.789	100.055	NaN
100.022	4	rest.jpg	NaN	NaN	100.022	103.753	104.022	NaN	100.022	103.753	104.022	NaN
104.014	4	Aircraft2_70%_33.jpg	1	0.75	104.014	107.751	104.942	1	104.014	107.751	104.942	1
108.037	4	Aircraft2_70%_38.jpg	1	0.75	108.037	111.767	108.794	1	108.037	111.767	108.794	1
112.054	4	Aircraft1_70%_30.jpg	0	0.75	112.054	115.788	113.314	0	112.054	115.788	113.314	0
116.074	4	Aircraft1_70%_41.jpg	0	0.75	116.074	119.809	117.427	0	116.074	119.809	117.427	0
120.079	4	Aircraft1_70%_18.jpg	0	0.75	120.079	123.808	120.821	0	120.079	123.808	120.821	0
124.094	4	rest.jpg	NaN	NaN	124.094	127.83	128.094	NaN	124.094	127.83	128.094	NaN
128.063	4	rest.jpg	NaN	NaN	128.063	131.793	132.063	NaN	128.063	131.793	132.063	NaN
132.041	4	rest.jpg	NaN	NaN	132.041	135.773	136.041	NaN	132.041	135.773	136.041	NaN
136.041	4	Aircraft2_10%_24.jpg	1	0.1	136.041	139.772	136.917	1	136.041	139.772	136.917	1
140.063	4	Aircraft2_10%_2.jpg	1	0.1	140.063	143.795	140.657	1	140.063	143.795	140.657	1
144.085	4	Aircraft2_10%_43.jpg	1	0.1	144.085	147.814	145.177	1	144.085	147.814	145.177	1
148.085	4	Aircraft2_10%_46.jpg	1	0.1	148.085	151.819	148.688	1	148.085	151.819	148.688	1
152.101	4	Aircraft1_10%_42.jpg	0	0.1	152.101	155.832	152.994	0	152.101	155.832	152.994	0
156.123	4	rest.jpg	NaN	NaN	156.123	159.852	160.123	NaN	156.123	159.852	160.123	NaN
160.105	4	rest.jpg	NaN	NaN	160.105	163.836	164.105	NaN	160.105	163.836	164.105	NaN
164.093	4	rest.jpg	NaN	NaN	164.093	167.824	168.093	NaN	164.093	167.824	168.093	NaN
168.093	4	Aircraft2_90%_9.jpg	1	0.9	168.093	171.828	169.688	1	168.093	171.828	169.688	1
172.111	4	Aircraft2_90%_6.jpg	1	0.9	172.111	175.846	172.976	1	172.111	175.846	172.976	1
176.127	4	Aircraft1_90%_23.jpg	0	0.9	176.127	179.861	177.77	0	176.127	179.861	177.77	0
180.149	4	Aircraft1_90%_21.jpg	0	0.9	180.149	183.886	182.014	0	180.149	183.886	182.014	0
184.165	4	Aircraft2_90%_36.jpg	1	0.9	184.165	187.9	186.065	1	184.165	187.9	186.065	1
188.188	4	rest.jpg	NaN	NaN	188.188	191.922	192.188	NaN	188.188	191.922	192.188	NaN
192.157	4	rest.jpg	NaN	NaN	192.157	195.888	196.157	NaN	192.157	195.888	196.157	NaN
196.14	4	rest.jpg	NaN	NaN	196.14	199.873	200.14	NaN	196.14	199.873	200.14	NaN
200.161	4	Aircraft2_70%_31.jpg	1	0.75	200.161	203.89	201.399	1	200.161	203.89	201.399	1
204.185	4	Aircraft1_70%_4.jpg	0	0.75	204.185	207.919	205.035	0	204.185	207.919	205.035	0
208.204	4	Aircraft2_70%_20.jpg	1	0.75	208.204	211.939	209.248	1	208.204	211.939	209.248	1
212.222	4	Aircraft1_70%_7.jpg	0	0.75	212.222	215.953	212.975	0	212.222	215.953	212.975	0
216.24	4	Aircraft1_70%_8.jpg	0	0.75	216.24	219.969	216.985	0	216.24	219.969	216.985	0
220.26	4	rest.jpg	NaN	NaN	220.26	223.99	224.26	NaN	220.26	223.99	224.26	NaN
224.225	4	rest.jpg	NaN	NaN	224.225	227.961	228.225	NaN	224.225	227.961	228.225	NaN
228.213	4	rest.jpg	NaN	NaN	228.213	231.947	232.213	NaN	228.213	231.947	232.213	NaN
232.246	4	Aircraft2_10%_31.jpg	1	0.1	232.246	235.975	233.237	1	232.246	235.975	233.237	1
236.249	4	Aircraft1_10%_4.jpg	0	0.1	236.249	239.985	236.901	0	236.249	239.985	236.901	0
240.265	4	Aircraft2_10%_20.jpg	1	0.1	240.265	243.994	241.243	1	240.265	243.994	241.243	1
244.271	4	Aircraft1_10%_7.jpg	0	0.1	244.271	248.001	244.885	0	244.271	248.001	244.885	0
248.275	4	Aircraft1_10%_8.jpg	0	0.1	248.275	252.007	248.891	0	248.275	252.007	248.891	0
252.294	4	rest.jpg	NaN	NaN	252.294	256.028	256.294	NaN	252.294	256.028	256.294	NaN
256.275	4	rest.jpg	NaN	NaN	256.275	260.018	260.275	NaN	256.275	260.018	260.275	NaN
260.252	4	rest.jpg	NaN	NaN	260.252	263.988	264.252	NaN	260.252	263.988	264.252	NaN
264.256	4	Aircraft2_90%_41.jpg	1	0.9	264.256	267.987	265.605	1	264.256	267.987	265.605	1
268.274	4	Aircraft1_90%_22.jpg	0	0.9	268.274	272.008	268.999	0	268.274	272.008	268.999	0
272.275	4	Aircraft1_90%_44.jpg	0	0.9	272.275	276.007	273.234	0	272.275	276.007	273.234	0
276.29	4	Aircraft1_90%_1.jpg	0	0.9	276.29	280.025	277.283	0	276.29	280.025	277.283	0
280.292	4	Aircraft2_90%_37.jpg	1	0.9	280.292	284.022	282.377	1	280.292	284.022	282.377	1
284.292	4	rest.jpg	NaN	NaN	284.292	288.021	288.292	NaN	284.292	288.021	288.292	NaN
288.27	4	rest.jpg	NaN	NaN	288.27	292.007	292.27	NaN	288.27	292.007	292.27	NaN
292.258	4	rest.jpg	NaN	NaN	292.258	295.994	296.258	NaN	292.258	295.994	296.258	NaN
