filename	task_type	operator
fmap/sub-01_ses-01_run-01_magnitude1.nii	n/a	n/a
fmap/sub-01_ses-01_run-01_magnitude2.nii	n/a	n/a
fmap/sub-01_ses-01_run-01_phasediff.nii	n/a	n/a



