onset	duration	stim_file	stim_lable	levelOfOcclusion	stim_started	stim_stopped	key_time	key_fix	stim_started_1	stim_stopped_1	key_time_1	key_fix_1
40.008	4	Aircraft1_10%_17.jpg	0	0.1	40.008	43.74	41.656	0	40.008	43.74	41.656	0
44.013	4	Aircraft2_10%_42.jpg	1	0.1	44.013	47.748	45.337	1	44.013	47.748	45.337	1
48.033	4	Aircraft2_10%_44.jpg	1	0.1	48.033	51.766	48.536	1	48.033	51.766	48.536	1
52.063	4	Aircraft1_10%_10.jpg	0	0.1	52.063	55.792	52.805	0	52.063	55.792	52.805	0
56.08	4	Aircraft2_10%_25.jpg	1	0.1	56.08	59.816	56.85	1	56.08	59.816	56.85	1
60.107	4	rest.jpg	NaN	NaN	60.107	63.841	64.107	NaN	60.107	63.841	64.107	NaN
64.08	4	rest.jpg	NaN	NaN	64.08	67.81	68.08	NaN	64.08	67.81	68.08	NaN
68.056	4	rest.jpg	NaN	NaN	68.056	71.788	72.056	NaN	68.056	71.788	72.056	NaN
72.076	4	Aircraft1_90%_12.jpg	0	0.9	72.076	75.812	74.161	0	72.076	75.812	74.161	0
76.081	4	Aircraft2_90%_32.jpg	1	0.9	76.081	79.809	77.675	1	76.081	79.809	77.675	1
80.088	4	Aircraft2_90%_48.jpg	1	0.9	80.088	83.817	80.79	1	80.088	83.817	80.79	1
84.083	4	Aircraft1_90%_19.jpg	0	0.9	84.083	87.814	85.66	0	84.083	87.814	85.66	0
88.097	4	Aircraft1_90%_33.jpg	0	0.9	88.097	91.828	90.694	0	88.097	91.828	90.694	0
92.118	4	rest.jpg	NaN	NaN	92.118	95.854	96.118	NaN	92.118	95.854	96.118	NaN
96.103	4	rest.jpg	NaN	NaN	96.103	99.832	100.103	NaN	96.103	99.832	100.103	NaN
100.091	4	rest.jpg	NaN	NaN	100.091	103.82	104.091	NaN	100.091	103.82	104.091	NaN
104.093	4	Aircraft2_70%_33.jpg	1	0.75	104.093	107.823	104.831	1	104.093	107.823	104.831	1
108.112	4	Aircraft2_70%_38.jpg	1	0.75	108.112	111.841	109.632	1	108.112	111.841	109.632	1
112.132	4	Aircraft1_70%_30.jpg	0	0.75	112.132	115.862	113.281	0	112.132	115.862	113.281	0
116.156	4	Aircraft1_70%_41.jpg	0	0.75	116.156	119.885	117.006	0	116.156	119.885	117.006	0
120.159	4	Aircraft1_70%_18.jpg	0	0.75	120.159	123.888	121.148	0	120.159	123.888	121.148	0
124.177	4	rest.jpg	NaN	NaN	124.177	127.914	128.177	NaN	124.177	127.914	128.177	NaN
128.153	4	rest.jpg	NaN	NaN	128.153	131.887	132.153	NaN	128.153	131.887	132.153	NaN
132.123	4	rest.jpg	NaN	NaN	132.123	135.853	136.123	NaN	132.123	135.853	136.123	NaN
136.128	4	Aircraft2_10%_24.jpg	1	0.1	136.128	139.857	137.016	1	136.128	139.857	137.016	1
140.155	4	Aircraft2_10%_2.jpg	1	0.1	140.155	143.885	140.727	1	140.155	143.885	140.727	1
144.174	4	Aircraft2_10%_43.jpg	1	0.1	144.174	147.903	144.788	1	144.174	147.903	144.788	1
148.197	4	Aircraft2_10%_46.jpg	1	0.1	148.197	151.931	148.907	1	148.197	151.931	148.907	1
152.217	4	Aircraft1_10%_42.jpg	0	0.1	152.217	155.948	153.146	0	152.217	155.948	153.146	0
156.232	4	rest.jpg	NaN	NaN	156.232	159.968	160.232	NaN	156.232	159.968	160.232	NaN
160.207	4	rest.jpg	NaN	NaN	160.207	163.936	164.207	NaN	160.207	163.936	164.207	NaN
164.187	4	rest.jpg	NaN	NaN	164.187	167.916	168.187	NaN	164.187	167.916	168.187	NaN
168.184	4	Aircraft2_90%_9.jpg	1	0.9	168.184	171.916	170.712	1	168.184	171.916	170.712	1
172.185	4	Aircraft2_90%_6.jpg	1	0.9	172.185	175.916	174.751	1	172.185	175.916	174.751	1
176.184	4	Aircraft1_90%_23.jpg	0	0.9	176.184	179.918	178.22	0	176.184	179.918	178.22	0
180.2	4	Aircraft1_90%_21.jpg	0	0.9	180.2	183.932	181.352	0	180.2	183.932	181.352	0
184.216	4	Aircraft2_90%_36.jpg	1	0.9	184.216	187.944	185.864	1	184.216	187.944	185.864	1
188.234	4	rest.jpg	NaN	NaN	188.234	191.963	192.234	NaN	188.234	191.963	192.234	NaN
192.196	4	rest.jpg	NaN	NaN	192.196	195.932	196.196	NaN	192.196	195.932	196.196	NaN
196.176	4	rest.jpg	NaN	NaN	196.176	199.905	200.176	NaN	196.176	199.905	200.176	NaN
200.179	4	Aircraft2_70%_31.jpg	1	0.75	200.179	203.911	201.36	1	200.179	203.911	201.36	1
204.19	4	Aircraft1_70%_4.jpg	0	0.75	204.19	207.919	205.589	0	204.19	207.919	205.589	0
208.213	4	Aircraft2_70%_20.jpg	1	0.75	208.213	211.942	210.069	1	208.213	211.942	210.069	1
212.234	4	Aircraft1_70%_7.jpg	0	0.75	212.234	215.963	213.043	0	212.234	215.963	213.043	0
216.238	4	Aircraft1_70%_8.jpg	0	0.75	216.238	219.967	218.55	0	216.238	219.967	218.55	0
220.256	4	rest.jpg	NaN	NaN	220.256	223.984	224.256	NaN	220.256	223.984	224.256	NaN
224.23	4	rest.jpg	NaN	NaN	224.23	227.959	228.23	NaN	224.23	227.959	228.23	NaN
228.208	4	rest.jpg	NaN	NaN	228.208	231.944	232.208	NaN	228.208	231.944	232.208	NaN
232.219	4	Aircraft2_10%_31.jpg	1	0.1	232.219	235.954	233.376	1	232.219	235.954	233.376	1
236.244	4	Aircraft1_10%_4.jpg	0	0.1	236.244	239.979	237.235	0	236.244	239.979	237.235	0
240.25	4	Aircraft2_10%_20.jpg	1	0.1	240.25	243.981	241.206	1	240.25	243.981	241.206	1
244.257	4	Aircraft1_10%_7.jpg	0	0.1	244.257	247.991	245.371	0	244.257	247.991	245.371	0
