onset	duration	stim_file	stim_lable	levelOfOcclusion	stim_started	stim_stopped	key_time	key_fix	stim_started_1	stim_stopped_1	key_time_1	key_fix_1
39.995	4	Aircraft1_10%_17.jpg	0	0.1	39.995	43.732	41.589	0	39.995	43.732	41.589	0
44.025	4	Aircraft2_10%_42.jpg	1	0.1	44.025	47.758	44.765	1	44.025	47.758	44.765	1
48.047	4	Aircraft2_10%_44.jpg	1	0.1	48.047	51.778	49.473	1	48.047	51.778	49.473	1
52.073	4	Aircraft1_10%_10.jpg	0	0.1	52.073	55.808	52.831	0	52.073	55.808	52.831	0
56.082	4	Aircraft2_10%_25.jpg	1	0.1	56.082	59.812	57.985	1	56.082	59.812	57.985	1
60.085	4	rest.jpg	NaN	NaN	60.085	63.814	64.085	NaN	60.085	63.814	64.085	NaN
64.062	4	rest.jpg	NaN	NaN	64.062	67.793	68.062	NaN	64.062	67.793	68.062	NaN
68.025	4	rest.jpg	NaN	NaN	68.025	71.756	72.025	NaN	68.025	71.756	72.025	NaN
72.041	4	Aircraft1_90%_12.jpg	0	0.9	72.041	75.778	74.249	0	72.041	75.778	74.249	0
76.068	4	Aircraft2_90%_32.jpg	1	0.9	76.068	79.803	77.531	1	76.068	79.803	77.531	1
80.072	4	Aircraft2_90%_48.jpg	1	0.9	80.072	83.801	81.381	1	80.072	83.801	81.381	1
84.08	4	Aircraft1_90%_19.jpg	0	0.9	84.08	87.811	85.746	0	84.08	87.811	85.746	0
88.08	4	Aircraft1_90%_33.jpg	0	0.9	88.08	91.812	90.14	0	88.08	91.812	90.14	0
92.104	4	rest.jpg	NaN	NaN	92.104	95.839	96.104	NaN	92.104	95.839	96.104	NaN
96.093	4	rest.jpg	NaN	NaN	96.093	99.821	100.093	NaN	96.093	99.821	100.093	NaN
100.071	4	rest.jpg	NaN	NaN	100.071	103.8	104.071	NaN	100.071	103.8	104.071	NaN
104.072	4	Aircraft2_70%_33.jpg	1	0.75	104.072	107.802	105.258	1	104.072	107.802	105.258	1
108.087	4	Aircraft2_70%_38.jpg	1	0.75	108.087	111.821	109.54	1	108.087	111.821	109.54	1
112.12	4	Aircraft1_70%_30.jpg	0	0.75	112.12	115.854	113.149	0	112.12	115.854	113.149	0
116.146	4	Aircraft1_70%_41.jpg	0	0.75	116.146	119.882	117.462	0	116.146	119.882	117.462	0
120.175	4	Aircraft1_70%_18.jpg	0	0.75	120.175	123.906	121.475	0	120.175	123.906	121.475	0
124.19	4	rest.jpg	NaN	NaN	124.19	127.926	128.19	NaN	124.19	127.926	128.19	NaN
128.162	4	rest.jpg	NaN	NaN	128.162	131.892	132.162	NaN	128.162	131.892	132.162	NaN
132.142	4	rest.jpg	NaN	NaN	132.142	135.875	136.142	NaN	132.142	135.875	136.142	NaN
136.149	4	Aircraft2_10%_24.jpg	1	0.1	136.149	139.878	137.447	1	136.149	139.878	137.447	1
140.17	4	Aircraft2_10%_2.jpg	1	0.1	140.17	143.899	141.061	1	140.17	143.899	141.061	1
144.176	4	Aircraft2_10%_43.jpg	1	0.1	144.176	147.905	145.383	1	144.176	147.905	145.383	1
148.196	4	Aircraft2_10%_46.jpg	1	0.1	148.196	151.931	149.502	1	148.196	151.931	149.502	1
152.221	4	Aircraft1_10%_42.jpg	0	0.1	152.221	155.952	153.603	0	152.221	155.952	153.603	0
156.24	4	rest.jpg	NaN	NaN	156.24	159.972	160.24	NaN	156.24	159.972	160.24	NaN
160.209	4	rest.jpg	NaN	NaN	160.209	163.943	164.209	NaN	160.209	163.943	164.209	NaN
164.197	4	rest.jpg	NaN	NaN	164.197	167.933	168.197	NaN	164.197	167.933	168.197	NaN
168.208	4	Aircraft2_90%_9.jpg	1	0.9	168.208	171.942	169.862	1	168.208	171.942	169.862	1
172.208	4	Aircraft2_90%_6.jpg	1	0.9	172.208	175.937	174.431	1	172.208	175.937	174.431	1
176.206	4	Aircraft1_90%_23.jpg	0	0.9	176.206	179.935	177.98	0	176.206	179.935	177.98	0
180.209	4	Aircraft1_90%_21.jpg	0	0.9	180.209	183.938	181.849	0	180.209	183.938	181.849	0
184.207	4	Aircraft2_90%_36.jpg	1	0.9	184.207	187.938	185.768	1	184.207	187.938	185.768	1
188.227	4	rest.jpg	NaN	NaN	188.227	191.958	192.227	NaN	188.227	191.958	192.227	NaN
192.193	4	rest.jpg	NaN	NaN	192.193	195.924	196.193	NaN	192.193	195.924	196.193	NaN
196.163	4	rest.jpg	NaN	NaN	196.163	199.892	200.163	NaN	196.163	199.892	200.163	NaN
200.181	4	Aircraft2_70%_31.jpg	1	0.75	200.181	203.917	201.797	1	200.181	203.917	201.797	1
204.202	4	Aircraft1_70%_4.jpg	0	0.75	204.202	207.933	205.696	0	204.202	207.933	205.696	0
208.206	4	Aircraft2_70%_20.jpg	1	0.75	208.206	211.935	209.922	1	208.206	211.935	209.922	1
212.225	4	Aircraft1_70%_7.jpg	0	0.75	212.225	215.954	213.78	0	212.225	215.954	213.78	0
216.226	4	Aircraft1_70%_8.jpg	0	0.75	216.226	219.955	217.774	0	216.226	219.955	217.774	0
220.243	4	rest.jpg	NaN	NaN	220.243	223.972	224.243	NaN	220.243	223.972	224.243	NaN
224.221	4	rest.jpg	NaN	NaN	224.221	227.95	228.221	NaN	224.221	227.95	228.221	NaN
228.185	4	rest.jpg	NaN	NaN	228.185	231.916	232.185	NaN	228.185	231.916	232.185	NaN
232.211	4	Aircraft2_10%_31.jpg	1	0.1	232.211	235.94	233.597	1	232.211	235.94	233.597	1
236.231	4	Aircraft1_10%_4.jpg	0	0.1	236.231	239.964	237.569	0	236.231	239.964	237.569	0
240.233	4	Aircraft2_10%_20.jpg	1	0.1	240.233	243.962	241.617	1	240.233	243.962	241.617	1
244.238	4	Aircraft1_10%_7.jpg	0	0.1	244.238	247.967	245.73	0	244.238	247.967	245.73	0
248.241	4	Aircraft1_10%_8.jpg	0	0.1	248.241	251.978	249.679	0	248.241	251.978	249.679	0
252.249	4	rest.jpg	NaN	NaN	252.249	255.978	256.249	NaN	252.249	255.978	256.249	NaN
256.228	4	rest.jpg	NaN	NaN	256.228	259.959	260.228	NaN	256.228	259.959	260.228	NaN
260.209	4	rest.jpg	NaN	NaN	260.209	263.938	264.209	NaN	260.209	263.938	264.209	NaN
