onset	duration	stim_file	stim_started	stim_stopped	key_fix
184	4	Aircraft2_90%_36.jpg	184.113	187.845	1
188	4	rest.jpg	188.134	191.865	NaN
192	4	rest.jpg	192.118	195.849	NaN
196	4	rest.jpg	196.098	199.828	NaN
200	4	Aircraft2_70%_31.jpg	200.116	203.85	1
204	4	Aircraft1_70%_4.jpg	204.119	207.852	1
208	4	Aircraft2_70%_20.jpg	208.122	211.856	1
212	4	Aircraft1_70%_7.jpg	212.126	215.858	1
216	4	Aircraft1_70%_8.jpg	216.127	219.863	1
220	4	rest.jpg	220.131	223.864	NaN
224	4	rest.jpg	224.113	227.846	NaN
228	4	rest.jpg	228.098	231.831	NaN
232	4	Aircraft2_10%_31.jpg	232.121	235.853	1
236	4	Aircraft1_10%_4.jpg	236.147	239.882	1
240	4	Aircraft2_10%_20.jpg	240.165	243.902	1
244	4	Aircraft1_10%_7.jpg	244.195	247.935	1
248	4	Aircraft1_10%_8.jpg	248.226	251.962	1
252	4	rest.jpg	252.229	255.966	NaN
256	4	rest.jpg	256.216	259.948	NaN
260	4	rest.jpg	260.2	263.932	NaN
264	4	Aircraft2_90%_41.jpg	264.215	267.945	1
268	4	Aircraft1_90%_22.jpg	268.222	271.957	1
272	4	Aircraft1_90%_44.jpg	272.234	275.964	1
276	4	Aircraft1_90%_1.jpg	276.23	279.965	1
280	4	Aircraft2_90%_37.jpg	280.23	283.96	1
284	4	rest.jpg	284.249	287.984	NaN
288	4	rest.jpg	288.221	291.957	NaN
292	4	rest.jpg	292.196	295.925	NaN
296	4	Aircraft2_70%_41.jpg	296.192	299.923	1
300	4	Aircraft1_70%_22.jpg	300.212	303.946	1
304	4	Aircraft1_70%_44.jpg	304.214	307.952	1
308	4	Aircraft1_70%_1.jpg	308.238	311.973	1
312	4	Aircraft2_70%_37.jpg	312.256	315.986	1
316	4	rest.jpg	316.272	320.002	NaN
320	4	rest.jpg	320.255	323.986	NaN
324	4	rest.jpg	324.222	327.959	NaN
328	4	Aircraft2_10%_33.jpg	328.247	331.977	1
332	4	Aircraft2_10%_38.jpg	332.255	335.99	1
336	4	Aircraft1_10%_30.jpg	336.26	339.99	1
340	4	Aircraft1_10%_41.jpg	340.28	344.014	1
344	4	Aircraft1_10%_18.jpg	344.28	348.017	1
348	4	rest.jpg	348.303	352.032	NaN
352	4	rest.jpg	352.284	356.013	NaN
356	4	rest.jpg	356.248	359.984	NaN
360	4	Aircraft2_90%_23.jpg	360.268	363.997	1
364	4	Aircraft1_90%_28.jpg	364.281	368.017	1
368	4	Aircraft2_90%_13.jpg	368.294	372.03	1
372	4	Aircraft1_90%_45.jpg	372.312	376.046	1
376	4	Aircraft1_90%_37.jpg	376.326	380.057	1
380	4	rest.jpg	380.341	384.072	NaN
384	4	rest.jpg	384.304	388.038	NaN
388	4	rest.jpg	388.287	392.017	NaN
392	4	Aircraft1_70%_2.jpg	392.283	396.013	1
396	4	Aircraft1_70%_39.jpg	396.282	400.016	1
400	4	Aircraft2_70%_26.jpg	400.28	404.011	1
404	4	Aircraft1_70%_15.jpg	404.297	408.034	1
408	4	Aircraft2_70%_16.jpg	408.317	412.049	1
412	4	rest.jpg	412.335	416.065	NaN
416	4	rest.jpg	416.297	420.026	NaN
420	4	rest.jpg	420.273	424.005	NaN
424	4	Aircraft2_10%_4.jpg	424.277	428.011	1
428	4	Aircraft1_10%_43.jpg	428.283	432.018	1
432	4	Aircraft1_10%_9.jpg	432.296	436.03	1
436	4	Aircraft1_10%_11.jpg	436.327	440.056	1
440	4	Aircraft1_10%_50.jpg	440.342	444.078	1
444	4	rest.jpg	444.37	448.104	NaN
448	4	rest.jpg	448.352	452.081	NaN
452	4	rest.jpg	452.329	456.058	NaN
456	4	Aircraft1_90%_38.jpg	456.332	460.063	1
460	4	Aircraft2_90%_21.jpg	460.344	464.073	1
464	4	Aircraft1_90%_16.jpg	464.349	468.079	1
468	4	Aircraft1_90%_46.jpg	468.344	472.078	1
472	4	Aircraft2_90%_40.jpg	472.349	476.08	1
476	4	rest.jpg	476.349	480.078	NaN
480	4	rest.jpg	480.328	484.063	NaN
484	4	rest.jpg	484.312	488.042	NaN
488	4	Aircraft1_70%_36.jpg	488.323	492.054	1
492	4	Aircraft1_70%_35.jpg	492.337	496.068	NaN
496	4	Aircraft2_70%_3.jpg	496.352	500.081	1
500	4	Aircraft1_70%_5.jpg	500.364	504.097	1
504	4	Aircraft1_70%_48.jpg	504.38	508.109	1
508	4	rest.jpg	508.388	512.119	NaN
512	4	rest.jpg	512.367	516.096	NaN
516	4	rest.jpg	516.347	520.079	NaN
520	4	Aircraft2_10%_18.jpg	520.356	524.091	1
524	4	Aircraft1_10%_29.jpg	524.373	528.104	1
528	4	Aircraft2_10%_1.jpg	528.368	532.103	1
532	4	Aircraft1_10%_26.jpg	532.391	536.122	1
536	4	Aircraft2_10%_34.jpg	536.384	540.121	1
540	4	rest.jpg	540.4	544.132	NaN
544	4	rest.jpg	544.364	548.096	NaN
548	4	rest.jpg	548.34	552.069	NaN
552	4	Aircraft2_90%_30.jpg	552.33	556.062	1
556	4	Aircraft2_90%_27.jpg	556.343	560.072	1
560	4	Aircraft2_90%_50.jpg	560.354	564.083	1
564	4	Aircraft2_90%_29.jpg	564.362	568.093	1
568	4	Aircraft1_90%_6.jpg	568.354	572.082	1
572	4	rest.jpg	572.365	576.094	NaN
576	4	rest.jpg	576.335	580.063	NaN
580	4	rest.jpg	580.311	584.04	NaN
584	4	Aircraft2_70%_17.jpg	584.302	588.031	1
588	4	Aircraft2_70%_11.jpg	588.294	592.025	1
592	4	Aircraft1_70%_20.jpg	592.288	596.019	1
596	4	Aircraft2_70%_47.jpg	596.311	600.042	1
600	4	Aircraft2_70%_45.jpg	600.326	604.055	1
604	4	rest.jpg	604.34	608.073	NaN
608	4	rest.jpg	608.32	612.049	NaN
612	4	rest.jpg	612.281	616.011	NaN
616	4	Aircraft1_10%_32.jpg	616.297	620.027	1
620	4	Aircraft1_10%_49.jpg	620.315	624.05	1
624	4	Aircraft2_10%_22.jpg	624.318	628.052	1
628	4	Aircraft1_10%_34.jpg	628.335	632.067	1
632	4	Aircraft1_10%_14.jpg	632.335	636.07	1
636	4	rest.jpg	636.354	640.088	NaN
640	4	rest.jpg	640.335	644.066	NaN
644	4	rest.jpg	644.296	648.032	NaN
648	4	Aircraft1_90%_1.jpg	648.29	652.025	1
652	4	Aircraft1_90%_47.jpg	652.284	656.018	1
656	4	Aircraft1_90%_40.jpg	656.296	660.025	1
660	4	Aircraft1_90%_27.jpg	660.3	664.036	1
664	4	Aircraft2_90%_35.jpg	664.315	668.047	1
668	4	rest.jpg	668.311	672.04	NaN
672	4	rest.jpg	672.29	676.023	NaN
676	4	rest.jpg	676.253	679.984	NaN
680	4	Aircraft2_70%_23.jpg	680.272	684.007	1
684	4	Aircraft1_70%_28.jpg	684.298	688.03	1
688	4	Aircraft2_70%_13.jpg	688.297	692.026	1
692	4	Aircraft1_70%_45.jpg	692.312	696.044	1
696	4	Aircraft1_70%_37.jpg	696.328	700.062	1
700	4	rest.jpg	700.347	704.077	NaN
704	4	rest.jpg	704.326	708.059	NaN
708	4	rest.jpg	708.307	712.043	NaN
712	4	Aircraft1_10%_25.jpg	712.322	716.051	1
716	4	Aircraft2_10%_49.jpg	716.341	720.076	1
720	4	Aircraft2_10%_10.jpg	720.342	724.074	1
724	4	Aircraft2_10%_12.jpg	724.358	728.087	1
728	4	Aircraft2_10%_7.jpg	728.35	732.081	1
732	4	rest.jpg	732.361	736.096	NaN
736	4	rest.jpg	736.343	740.075	NaN
740	4	rest.jpg	740.325	744.053	NaN
744	4	Aircraft2_90%_17.jpg	744.312	748.043	1
748	4	Aircraft2_90%_11.jpg	748.304	752.033	1
752	4	Aircraft1_90%_20.jpg	752.307	756.037	0
756	4	Aircraft2_90%_47.jpg	756.318	760.049	1
760	4	Aircraft2_90%_45.jpg	760.31	764.044	1
764	4	rest.jpg	764.328	768.063	NaN
768	4	rest.jpg	768.295	772.024	NaN
772	4	rest.jpg	772.274	776.007	NaN
776	4	Aircraft1_70%_38.jpg	776.29	780.022	1
780	4	Aircraft2_70%_21.jpg	780.301	784.035	1
784	4	Aircraft1_70%_16.jpg	784.301	788.03	1
788	4	Aircraft1_70%_46.jpg	788.312	792.047	1
792	4	Aircraft2_70%_40.jpg	792.313	796.047	1
796	4	rest.jpg	796.311	800.042	NaN
800	4	rest.jpg	800.29	804.022	NaN
804	4	rest.jpg	804.267	807.998	NaN
808	4	Aircraft1_10%_3.jpg	808.288	812.023	1
812	4	Aircraft2_10%_28.jpg	812.305	816.034	1
816	4	Aircraft1_10%_24.jpg	816.318	820.047	1
820	4	Aircraft2_10%_39.jpg	820.333	824.064	1
824	4	Aircraft2_10%_8.jpg	824.345	828.079	1
828	4	rest.jpg	828.359	832.094	NaN
832	4	rest.jpg	832.341	836.07	NaN
836	4	rest.jpg	836.302	840.037	NaN
840	4	Aircraft1_90%_36.jpg	840.321	844.056	1
844	4	Aircraft1_90%_35.jpg	844.338	848.068	1
848	4	Aircraft2_90%_3.jpg	848.344	852.078	1
852	4	Aircraft1_90%_5.jpg	852.338	856.072	1
856	4	Aircraft1_90%_48.jpg	856.345	860.08	1
860	4	rest.jpg	860.344	864.074	NaN
864	4	rest.jpg	864.32	868.049	NaN
868	4	rest.jpg	868.298	872.034	NaN
872	4	Aircraft2_70%_30.jpg	872.322	876.053	1
876	4	Aircraft2_70%_27.jpg	876.344	880.079	1
880	4	Aircraft2_70%_50.jpg	880.345	884.08	1
884	4	Aircraft2_70%_29.jpg	884.347	888.084	1
888	4	Aircraft1_70%_6.jpg	888.371	892.108	1
892	4	rest.jpg	892.396	896.125	NaN
896	4	rest.jpg	896.374	900.106	NaN
900	4	rest.jpg	900.34	904.068	NaN
904	4	Aircraft2_10%_14.jpg	904.336	908.065	1
908	4	Aircraft2_10%_5.jpg	908.35	912.079	1
912	4	Aircraft2_10%_15.jpg	912.359	916.089	1
916	4	Aircraft2_10%_19.jpg	916.372	920.108	1
920	4	Aircraft1_10%_31.jpg	920.392	924.124	1
924	4	rest.jpg	924.387	928.122	NaN
928	4	rest.jpg	928.368	932.103	NaN
932	4	rest.jpg	932.352	936.086	NaN
936	4	Aircraft1_90%_2.jpg	936.365	940.094	1
940	4	Aircraft1_90%_39.jpg	940.372	944.101	1
944	4	Aircraft2_90%_26.jpg	944.381	948.117	1
948	4	Aircraft1_90%_15.jpg	948.395	952.124	1
952	4	Aircraft2_90%_16.jpg	952.398	956.134	1
956	4	rest.jpg	956.416	960.145	NaN
960	4	rest.jpg	960.381	964.111	NaN
964	4	rest.jpg	964.36	968.088	NaN
968	4	Aircraft1_70%_1.jpg	968.368	972.104	1
972	4	Aircraft1_70%_47.jpg	972.371	976.102	1
976	4	Aircraft1_70%_40.jpg	976.388	980.122	1
980	4	Aircraft1_70%_27.jpg	980.385	984.12	1
984	4	Aircraft2_70%_35.jpg	984.385	988.114	1
988	4	rest.jpg	988.399	992.133	NaN
992	4	rest.jpg	992.365	996.096	NaN
996	4	rest.jpg	996.328	1000.063	NaN
