onset	duration	stim_file	stim_lable	levelOfOcclusion	stim_started	stim_stopped	key_time	key_fix	stim_started_1	stim_stopped_1	key_time_1	key_fix_1
39.994	4	Aircraft1_10%_2.jpg	0	0.1	39.994	43.731	42.493	0	39.994	43.731	42.493	0
44.017	4	Aircraft1_10%_39.jpg	0	0.1	44.017	47.748	47.403	0	44.017	47.748	47.403	0
48.02	4	Aircraft2_10%_26.jpg	1	0.1	48.02	51.753	49.774	1	48.02	51.753	49.774	1
52.029	4	Aircraft1_10%_15.jpg	0	0.1	52.029	55.762	56.029	0	52.029	55.762	56.029	0
56.049	4	Aircraft2_10%_16.jpg	1	0.1	56.049	59.781	56.204	1	56.049	59.781	56.204	1
60.053	4	rest.jpg	NaN	NaN	60.053	63.788	64.053	NaN	60.053	63.788	64.053	NaN
64.021	4	rest.jpg	NaN	NaN	64.021	67.752	68.021	NaN	64.021	67.752	68.021	NaN
67.986	4	rest.jpg	NaN	NaN	67.986	71.719	71.986	NaN	67.986	71.719	71.986	NaN
71.986	4	Aircraft2_90%_14.jpg	1	0.9	71.986	75.719	75.012	1	71.986	75.719	75.012	1
76.001	4	Aircraft2_90%_5.jpg	1	0.9	76.001	79.733	77.744	1	76.001	79.733	77.744	1
80.005	4	Aircraft2_90%_15.jpg	1	0.9	80.005	83.741	82.723	1	80.005	83.741	82.723	1
84.009	4	Aircraft2_90%_19.jpg	1	0.9	84.009	87.746	87.22	1	84.009	87.746	87.22	1
88.025	4	Aircraft1_90%_31.jpg	0	0.9	88.025	91.761	90.93	0	88.025	91.761	90.93	0
92.044	4	rest.jpg	NaN	NaN	92.044	95.783	96.044	NaN	92.044	95.783	96.044	NaN
96.032	4	rest.jpg	NaN	NaN	96.032	99.765	100.032	NaN	96.032	99.765	100.032	NaN
100.016	4	rest.jpg	NaN	NaN	100.016	103.755	104.016	NaN	100.016	103.755	104.016	NaN
104.029	4	Aircraft2_70%_4.jpg	1	0.75	104.029	107.763	107.555	1	104.029	107.763	107.555	1
108.047	4	Aircraft1_70%_43.jpg	0	0.75	108.047	111.785	110.897	0	108.047	111.785	110.897	0
112.073	4	Aircraft1_70%_9.jpg	0	0.75	112.073	115.803	115.556	0	112.073	115.803	115.556	0
116.091	4	Aircraft1_70%_11.jpg	0	0.75	116.091	119.827	119.543	0	116.091	119.827	119.543	0
120.114	4	Aircraft1_70%_50.jpg	0	0.75	120.114	123.85	122.167	0	120.114	123.85	122.167	0
124.13	4	rest.jpg	NaN	NaN	124.13	127.865	128.13	NaN	124.13	127.865	128.13	NaN
128.1	4	rest.jpg	NaN	NaN	128.1	131.83	132.1	NaN	128.1	131.83	132.1	NaN
132.065	4	rest.jpg	NaN	NaN	132.065	135.797	136.065	NaN	132.065	135.797	136.065	NaN
136.088	4	Aircraft1_10%_36.jpg	0	0.1	136.088	139.825	138.344	0	136.088	139.825	138.344	0
140.112	4	Aircraft1_10%_35.jpg	0	0.1	140.112	143.85	142.081	0	140.112	143.85	142.081	0
144.124	4	Aircraft2_10%_3.jpg	1	0.1	144.124	147.86	145.908	1	144.124	147.86	145.908	1
148.159	4	Aircraft1_10%_5.jpg	0	0.1	148.159	151.894	150.757	0	148.159	151.894	150.757	0
152.185	4	Aircraft1_10%_48.jpg	0	0.1	152.185	155.917	154.272	0	152.185	155.917	154.272	0
156.2	4	rest.jpg	NaN	NaN	156.2	159.937	160.2	NaN	156.2	159.937	160.2	NaN
160.173	4	rest.jpg	NaN	NaN	160.173	163.909	164.173	NaN	160.173	163.909	164.173	NaN
164.161	4	rest.jpg	NaN	NaN	164.161	167.893	168.161	NaN	164.161	167.893	168.161	NaN
168.184	4	Aircraft1_90%_3.jpg	0	0.9	168.184	171.918	171.482	0	168.184	171.918	171.482	0
172.189	4	Aircraft2_90%_28.jpg	1	0.9	172.189	175.921	174.12	1	172.189	175.921	174.12	1
176.205	4	Aircraft1_90%_24.jpg	0	0.9	176.205	179.937	180.205	0	176.205	179.937	180.205	0
