onset	duration	stim_file	stim_lable	levelOfOcclusion	stim_started	stim_stopped	key_time	key_fix	stim_started_1	stim_stopped_1	key_time_1	key_fix_1
40.019	4	Aircraft1_10%_17.jpg	0	0.1	40.019	43.748	42.175	0	40.019	43.748	42.175	0
44.022	4	Aircraft2_10%_42.jpg	1	0.1	44.022	47.758	46.301	1	44.022	47.758	46.301	1
48.043	4	Aircraft2_10%_44.jpg	1	0.1	48.043	51.774	50.142	1	48.043	51.774	50.142	1
52.095	4	Aircraft1_10%_10.jpg	0	0.1	52.095	55.826	54.027	0	52.095	55.826	54.027	0
56.114	4	Aircraft2_10%_25.jpg	1	0.1	56.114	59.843	58.711	1	56.114	59.843	58.711	1
60.136	4	rest.jpg	NaN	NaN	60.136	63.873	64.136	NaN	60.136	63.873	64.136	NaN
64.108	4	rest.jpg	NaN	NaN	64.108	67.839	68.108	NaN	64.108	67.839	68.108	NaN
68.093	4	rest.jpg	NaN	NaN	68.093	71.824	72.093	NaN	68.093	71.824	72.093	NaN
72.105	4	Aircraft1_90%_12.jpg	0	0.9	72.105	75.839	75.103	0	72.105	75.839	75.103	0
76.145	4	Aircraft2_90%_32.jpg	1	0.9	76.145	79.878	79.029	1	76.145	79.878	79.029	1
80.16	4	Aircraft2_90%_48.jpg	1	0.9	80.16	83.89	83.72	1	80.16	83.89	83.72	1
84.174	4	Aircraft1_90%_19.jpg	0	0.9	84.174	87.903	87.098	0	84.174	87.903	87.098	0
88.208	4	Aircraft1_90%_33.jpg	0	0.9	88.208	91.943	90.74	0	88.208	91.943	90.74	0
92.228	4	rest.jpg	NaN	NaN	92.228	95.959	96.228	NaN	92.228	95.959	96.228	NaN
96.192	4	rest.jpg	NaN	NaN	96.192	99.928	100.192	NaN	96.192	99.928	100.192	NaN
100.178	4	rest.jpg	NaN	NaN	100.178	103.908	104.178	NaN	100.178	103.908	104.178	NaN
104.172	4	Aircraft2_70%_33.jpg	1	0.75	104.172	107.901	107.685	1	104.172	107.901	107.685	1
108.222	4	Aircraft2_70%_38.jpg	1	0.75	108.222	111.956	109.322	1	108.222	111.956	109.322	1
112.226	4	Aircraft1_70%_30.jpg	0	0.75	112.226	115.96	115.249	0	112.226	115.96	115.249	0
116.228	4	Aircraft1_70%_41.jpg	0	0.75	116.228	119.963	120.228	0	116.228	119.963	120.228	0
120.268	4	Aircraft1_70%_18.jpg	0	0.75	120.268	123.999	123.149	0	120.268	123.999	123.149	0
124.263	4	rest.jpg	NaN	NaN	124.263	127.999	128.263	NaN	124.263	127.999	128.263	NaN
128.247	4	rest.jpg	NaN	NaN	128.247	131.977	132.247	NaN	128.247	131.977	132.247	NaN
132.23	4	rest.jpg	NaN	NaN	132.23	135.962	136.23	NaN	132.23	135.962	136.23	NaN
136.233	4	Aircraft2_10%_24.jpg	1	0.1	136.233	139.967	139.183	1	136.233	139.967	139.183	1
140.259	4	Aircraft2_10%_2.jpg	1	0.1	140.259	143.993	143.413	1	140.259	143.993	143.413	1
144.272	4	Aircraft2_10%_43.jpg	1	0.1	144.272	148.006	147.653	1	144.272	148.006	147.653	1
148.313	4	Aircraft2_10%_46.jpg	1	0.1	148.313	152.043	151.274	1	148.313	152.043	151.274	1
152.344	4	Aircraft1_10%_42.jpg	0	0.1	152.344	156.078	155.366	0	152.344	156.078	155.366	0
156.361	4	rest.jpg	NaN	NaN	156.361	160.095	160.361	NaN	156.361	160.095	160.361	NaN
