onset	duration	stim_file	stim_lable	levelOfOcclusion	stim_started	stim_stopped	key_time	key_fix	stim_started_1	stim_stopped_1	key_time_1	key_fix_1
39.99	4	Aircraft1_10%_17.jpg	0	0.1	39.99	43.726	41.182	0	39.99	43.726	41.182	0
44.019	4	Aircraft2_10%_42.jpg	1	0.1	44.019	47.752	44.812	1	44.019	47.752	44.812	1
48.04	4	Aircraft2_10%_44.jpg	1	0.1	48.04	51.771	48.665	1	48.04	51.771	48.665	1
52.049	4	Aircraft1_10%_10.jpg	0	0.1	52.049	55.789	53.304	0	52.049	55.789	53.304	0
56.077	4	Aircraft2_10%_25.jpg	1	0.1	56.077	59.809	56.766	1	56.077	59.809	56.766	1
60.099	4	rest.jpg	NaN	NaN	60.099	63.827	64.099	NaN	60.099	63.827	64.099	NaN
64.061	4	rest.jpg	NaN	NaN	64.061	67.796	68.061	NaN	64.061	67.796	68.061	NaN
68.029	4	rest.jpg	NaN	NaN	68.029	71.761	72.029	NaN	68.029	71.761	72.029	NaN
72.042	4	Aircraft1_90%_12.jpg	0	0.9	72.042	75.778	74.031	0	72.042	75.778	74.031	0
76.067	4	Aircraft2_90%_32.jpg	1	0.9	76.067	79.796	77.606	1	76.067	79.796	77.606	1
80.065	4	Aircraft2_90%_48.jpg	1	0.9	80.065	83.794	82.296	1	80.065	83.794	82.296	1
84.078	4	Aircraft1_90%_19.jpg	0	0.9	84.078	87.812	84.986	0	84.078	87.812	84.986	0
88.083	4	Aircraft1_90%_33.jpg	0	0.9	88.083	91.818	90.951	0	88.083	91.818	90.951	0
92.108	4	rest.jpg	NaN	NaN	92.108	95.845	96.108	NaN	92.108	95.845	96.108	NaN
96.083	4	rest.jpg	NaN	NaN	96.083	99.817	100.083	NaN	96.083	99.817	100.083	NaN
100.056	4	rest.jpg	NaN	NaN	100.056	103.785	104.056	NaN	100.056	103.785	104.056	NaN
104.069	4	Aircraft2_70%_33.jpg	1	0.75	104.069	107.805	105.522	1	104.069	107.805	105.522	1
108.1	4	Aircraft2_70%_38.jpg	1	0.75	108.1	111.835	109.05	1	108.1	111.835	109.05	1
112.109	4	Aircraft1_70%_30.jpg	0	0.75	112.109	115.843	112.8	0	112.109	115.843	112.8	0
116.134	4	Aircraft1_70%_41.jpg	0	0.75	116.134	119.863	117.036	0	116.134	119.863	117.036	0
120.14	4	Aircraft1_70%_18.jpg	0	0.75	120.14	123.875	122.146	0	120.14	123.875	122.146	0
124.165	4	rest.jpg	NaN	NaN	124.165	127.901	128.165	NaN	124.165	127.901	128.165	NaN
128.137	4	rest.jpg	NaN	NaN	128.137	131.871	132.137	NaN	128.137	131.871	132.137	NaN
132.124	4	rest.jpg	NaN	NaN	132.124	135.857	136.124	NaN	132.124	135.857	136.124	NaN
136.135	4	Aircraft2_10%_24.jpg	1	0.1	136.135	139.864	138.086	1	136.135	139.864	138.086	1
140.158	4	Aircraft2_10%_2.jpg	1	0.1	140.158	143.893	140.945	1	140.158	143.893	140.945	1
144.168	4	Aircraft2_10%_43.jpg	1	0.1	144.168	147.897	144.973	1	144.168	147.897	144.973	1
148.192	4	Aircraft2_10%_46.jpg	1	0.1	148.192	151.921	149.206	1	148.192	151.921	149.206	1
152.211	4	Aircraft1_10%_42.jpg	0	0.1	152.211	155.94	154.011	0	152.211	155.94	154.011	0
