sub	run	block	trail	oneset	duration	stim_file	stim_lable	level of occlusion	stim_started	stim_stopped	key_time	key_fix
23	1	1	1	39.99	4	Aircraft1_10%_2.jpg	0	0.1	39.99	43.729	42.662	0
23	1	1	2	44.012	4	Aircraft1_10%_39.jpg	0	0.1	44.012	47.747	46.36	0
23	1	1	3	48.015	4	Aircraft2_10%_26.jpg	1	0.1	48.015	51.755	50.383	1
23	1	1	4	52.04	4	Aircraft1_10%_15.jpg	0	0.1	52.04	55.778	53.795	0
23	1	1	5	56.051	4	Aircraft2_10%_16.jpg	1	0.1	56.051	59.786	57.776	1
23	1	1	6	60.111	4	rest.jpg	n/a	n/a	60.111	63.842	64.111	n/a
23	1	1	7	64.076	4	rest.jpg	n/a	n/a	64.076	67.812	68.076	n/a
23	1	1	8	68.062	4	rest.jpg	n/a	n/a	68.062	71.793	72.062	n/a
23	1	2	9	72.106	4	Aircraft2_90%_14.jpg	1	0.9	72.106	75.84	74.726	1
23	1	2	10	76.125	4	Aircraft2_90%_5.jpg	1	0.9	76.125	79.855	80.125	1
23	1	2	11	80.119	4	Aircraft2_90%_15.jpg	1	0.9	80.119	83.849	80.124	1
23	1	2	12	84.124	4	Aircraft2_90%_19.jpg	1	0.9	84.124	87.854	86.954	1
23	1	2	13	88.118	4	Aircraft1_90%_31.jpg	0	0.9	88.118	91.848	92.118	0
23	1	2	14	92.134	4	rest.jpg	n/a	n/a	92.134	95.864	92.283	n/a
23	1	2	15	96.11	4	rest.jpg	n/a	n/a	96.11	99.842	100.11	n/a
23	1	2	16	100.075	4	rest.jpg	n/a	n/a	100.075	103.811	104.075	n/a
23	1	3	17	104.08	4	Aircraft2_70%_4.jpg	1	0.75	104.08	107.811	107.223	1
23	1	3	18	108.098	4	Aircraft1_70%_43.jpg	0	0.75	108.098	111.83	110.485	0
23	1	3	19	112.157	4	Aircraft1_70%_9.jpg	0	0.75	112.157	115.887	115.485	0
23	1	3	20	116.176	4	Aircraft1_70%_11.jpg	0	0.75	116.176	119.912	120.176	0
23	1	3	21	120.228	4	Aircraft1_70%_50.jpg	0	0.75	120.228	123.963	123.092	0
23	1	3	22	124.249	4	rest.jpg	n/a	n/a	124.249	127.978	128.249	n/a
23	1	3	23	128.212	4	rest.jpg	n/a	n/a	128.212	131.945	132.212	n/a
23	1	3	24	132.179	4	rest.jpg	n/a	n/a	132.179	135.911	136.179	n/a
23	1	4	25	136.176	4	Aircraft1_10%_36.jpg	0	0.1	136.176	139.913	138.772	0
23	1	4	26	140.2	4	Aircraft1_10%_35.jpg	0	0.1	140.2	143.938	142.048	0
23	1	4	27	144.205	4	Aircraft2_10%_3.jpg	1	0.1	144.205	147.943	145.273	1
