onset	duration	stim_file	stim_lable	levelOfOcclusion	stim_started	stim_stopped	key_time	key_fix	stim_started_1	stim_stopped_1	key_time_1	key_fix_1
40.221	4	Aircraft1_10%_2.jpg	0	0.1	40.221	43.974	41.319	0	40.221	43.974	41.319	0
44.324	4	Aircraft1_10%_39.jpg	0	0.1	44.324	48.078	45.432	0	44.324	48.078	45.432	0
48.353	4	Aircraft2_10%_26.jpg	1	0.1	48.353	52.106	49.297	1	48.353	52.106	49.297	1
52.398	4	Aircraft1_10%_15.jpg	0	0.1	52.398	56.145	53.594	0	52.398	56.145	53.594	0
56.403	4	Aircraft2_10%_16.jpg	1	0.1	56.403	60.151	57.656	1	56.403	60.151	57.656	1
60.435	4	rest.jpg	NaN	NaN	60.435	64.182	64.435	NaN	60.435	64.182	64.435	NaN
64.414	4	rest.jpg	NaN	NaN	64.414	68.162	68.414	NaN	64.414	68.162	68.414	NaN
68.392	4	rest.jpg	NaN	NaN	68.392	72.145	72.392	NaN	68.392	72.145	72.392	NaN
72.411	4	Aircraft2_90%_14.jpg	1	0.9	72.411	76.163	73.899	1	72.411	76.163	73.899	1
76.417	4	Aircraft2_90%_5.jpg	1	0.9	76.417	80.164	77.207	1	76.417	80.164	77.207	1
80.434	4	Aircraft2_90%_15.jpg	1	0.9	80.434	84.188	81.727	1	80.434	84.188	81.727	1
84.491	4	Aircraft2_90%_19.jpg	1	0.9	84.491	88.244	85.413	1	84.491	88.244	85.413	1
88.5	4	Aircraft1_90%_31.jpg	0	0.9	88.5	92.251	89.906	0	88.5	92.251	89.906	0
92.497	4	rest.jpg	NaN	NaN	92.497	96.244	96.497	NaN	92.497	96.244	96.497	NaN
96.479	4	rest.jpg	NaN	NaN	96.479	100.231	100.479	NaN	96.479	100.231	100.479	NaN
100.467	4	rest.jpg	NaN	NaN	100.467	104.214	104.467	NaN	100.467	104.214	104.467	NaN
104.523	4	Aircraft2_70%_4.jpg	1	0.75	104.523	108.272	106.087	1	104.523	108.272	106.087	1
108.556	4	Aircraft1_70%_43.jpg	0	0.75	108.556	112.309	109.766	0	108.556	112.309	109.766	0
112.75	4	Aircraft1_70%_9.jpg	0	0.75	112.75	116.499	113.817	0	112.75	116.499	113.817	0
116.764	4	Aircraft1_70%_11.jpg	0	0.75	116.764	120.513	117.637	0	116.764	120.513	117.637	0
120.788	4	Aircraft1_70%_50.jpg	0	0.75	120.788	124.535	121.804	0	120.788	124.535	121.804	0
124.798	4	rest.jpg	NaN	NaN	124.798	128.547	128.798	NaN	124.798	128.547	128.798	NaN
128.779	4	rest.jpg	NaN	NaN	128.779	132.534	132.779	NaN	128.779	132.534	132.779	NaN
132.766	4	rest.jpg	NaN	NaN	132.766	136.52	136.766	NaN	132.766	136.52	136.766	NaN
136.813	4	Aircraft1_10%_36.jpg	0	0.1	136.813	140.559	137.991	0	136.813	140.559	137.991	0
140.837	4	Aircraft1_10%_35.jpg	0	0.1	140.837	144.589	141.744	0	140.837	144.589	141.744	0
144.846	4	Aircraft2_10%_3.jpg	1	0.1	144.846	148.598	145.751	1	144.846	148.598	145.751	1
148.902	4	Aircraft1_10%_5.jpg	0	0.1	148.902	152.649	149.607	0	148.902	152.649	149.607	0
152.907	4	Aircraft1_10%_48.jpg	0	0.1	152.907	156.656	153.606	0	152.907	156.656	153.606	0
156.902	4	rest.jpg	NaN	NaN	156.902	160.649	160.902	NaN	156.902	160.649	160.902	NaN
160.885	4	rest.jpg	NaN	NaN	160.885	164.634	164.885	NaN	160.885	164.634	164.885	NaN
164.883	4	rest.jpg	NaN	NaN	164.883	168.632	168.883	NaN	164.883	168.632	168.883	NaN
168.901	4	Aircraft1_90%_3.jpg	0	0.9	168.901	172.654	170.202	0	168.901	172.654	170.202	0
172.933	4	Aircraft2_90%_28.jpg	1	0.9	172.933	176.679	173.948	1	172.933	176.679	173.948	1
176.932	4	Aircraft1_90%_24.jpg	0	0.9	176.932	180.684	178.181	0	176.932	180.684	178.181	0
180.959	4	Aircraft2_90%_39.jpg	1	0.9	180.959	184.711	182.12	1	180.959	184.711	182.12	1
184.991	4	Aircraft2_90%_8.jpg	1	0.9	184.991	188.743	186.136	1	184.991	188.743	186.136	1
189.003	4	rest.jpg	NaN	NaN	189.003	192.752	193.003	NaN	189.003	192.752	193.003	NaN
193.001	4	rest.jpg	NaN	NaN	193.001	196.751	197.001	NaN	193.001	196.751	197.001	NaN
196.984	4	rest.jpg	NaN	NaN	196.984	200.733	200.984	NaN	196.984	200.733	200.984	NaN
201.015	4	Aircraft2_70%_18.jpg	1	0.75	201.015	204.769	202.34	1	201.015	204.769	202.34	1
205.04	4	Aircraft1_70%_29.jpg	0	0.75	205.04	208.787	205.834	0	205.04	208.787	205.834	0
209.067	4	Aircraft2_70%_1.jpg	1	0.75	209.067	212.819	210.634	1	209.067	212.819	210.634	1
213.083	4	Aircraft1_70%_26.jpg	0	0.75	213.083	216.832	214.493	0	213.083	216.832	214.493	0
217.116	4	Aircraft2_70%_34.jpg	1	0.75	217.116	220.868	219.042	1	217.116	220.868	219.042	1
221.13	4	rest.jpg	NaN	NaN	221.13	224.88	225.13	NaN	221.13	224.88	225.13	NaN
225.115	4	rest.jpg	NaN	NaN	225.115	228.868	229.115	NaN	225.115	228.868	229.115	NaN
229.099	4	rest.jpg	NaN	NaN	229.099	232.848	233.099	NaN	229.099	232.848	233.099	NaN
233.131	4	Aircraft2_10%_17.jpg	1	0.1	233.131	236.883	234.212	1	233.131	236.883	234.212	1
237.14	4	Aircraft2_10%_11.jpg	1	0.1	237.14	240.89	238.94	1	237.14	240.89	238.94	1
241.171	4	Aircraft1_10%_20.jpg	0	0.1	241.171	244.918	242.094	0	241.171	244.918	242.094	0
245.194	4	Aircraft2_10%_47.jpg	1	0.1	245.194	248.942	246.357	1	245.194	248.942	246.357	1
249.198	4	Aircraft2_10%_45.jpg	1	0.1	249.198	252.947	250.11	1	249.198	252.947	250.11	1
253.22	4	rest.jpg	NaN	NaN	253.22	256.967	257.22	NaN	253.22	256.967	257.22	NaN
257.209	4	rest.jpg	NaN	NaN	257.209	260.958	261.209	NaN	257.209	260.958	261.209	NaN
261.19	4	rest.jpg	NaN	NaN	261.19	264.942	265.19	NaN	261.19	264.942	265.19	NaN
265.215	4	Aircraft1_90%_25.jpg	0	0.9	265.215	268.962	266.787	0	265.215	268.962	266.787	0
269.217	4	Aircraft2_90%_49.jpg	1	0.9	269.217	272.969	270.786	1	269.217	272.969	270.786	1
273.247	4	Aircraft2_90%_10.jpg	1	0.9	273.247	276.994	274.81	1	273.247	276.994	274.81	1
277.25	4	Aircraft2_90%_12.jpg	1	0.9	277.25	281	279.113	1	277.25	281	279.113	1
281.26	4	Aircraft2_90%_7.jpg	1	0.9	281.26	285.006	283.162	1	281.26	285.006	283.162	1
285.269	4	rest.jpg	NaN	NaN	285.269	289.018	289.269	NaN	285.269	289.018	289.269	NaN
289.25	4	rest.jpg	NaN	NaN	289.25	292.996	293.25	NaN	289.25	292.996	293.25	NaN
293.227	4	rest.jpg	NaN	NaN	293.227	296.976	297.227	NaN	293.227	296.976	297.227	NaN
297.231	4	Aircraft1_70%_32.jpg	0	0.75	297.231	300.978	298.256	0	297.231	300.978	298.256	0
301.273	4	Aircraft1_70%_49.jpg	0	0.75	301.273	305.022	302.113	0	301.273	305.022	302.113	0
305.293	4	Aircraft2_70%_22.jpg	1	0.75	305.293	309.041	306.83	1	305.293	309.041	306.83	1
309.322	4	Aircraft1_70%_34.jpg	0	0.75	309.322	313.071	310.417	0	309.322	313.071	310.417	0
313.348	4	Aircraft1_70%_14.jpg	0	0.75	313.348	317.101	315.081	0	313.348	317.101	315.081	0
317.366	4	rest.jpg	NaN	NaN	317.366	321.119	321.366	NaN	317.366	321.119	321.366	NaN
321.349	4	rest.jpg	NaN	NaN	321.349	325.101	323.19	NaN	321.349	325.101	323.19	NaN
325.341	4	rest.jpg	NaN	NaN	325.341	329.093	329.341	NaN	325.341	329.093	329.341	NaN
329.346	4	Aircraft1_10%_1.jpg	0	0.1	329.346	333.098	330.045	0	329.346	333.098	330.045	0
333.397	4	Aircraft1_10%_47.jpg	0	0.1	333.397	337.146	334.218	0	333.397	337.146	334.218	0
337.445	4	Aircraft1_10%_40.jpg	0	0.1	337.445	341.192	339.332	0	337.445	341.192	339.332	0
341.493	4	Aircraft1_10%_27.jpg	0	0.1	341.493	345.24	342.893	0	341.493	345.24	342.893	0
