sub	run	block	trail	oneset	duration	stim_file	stim_lable	level of occlusion	stim_started	stim_stopped	key_time	key_fix
61	1	1	1	39.989	4	Aircraft1_10%_2.jpg	0	0.1	39.989	43.728	43.989	0
61	1	1	2	43.994	4	Aircraft1_10%_39.jpg	0	0.1	43.994	47.73	44.248	0
61	1	1	3	47.995	4	Aircraft2_10%_26.jpg	1	0.1	47.995	51.726	49.237	1
61	1	1	4	51.995	4	Aircraft1_10%_15.jpg	0	0.1	51.995	55.728	52.853	0
61	1	1	5	56.016	4	Aircraft2_10%_16.jpg	1	0.1	56.016	59.746	57.703	1
61	1	1	6	60.028	4	rest.jpg	n/a	n/a	60.028	63.766	64.028	n/a
61	1	1	7	64.013	4	rest.jpg	n/a	n/a	64.013	67.744	68.013	n/a
61	1	1	8	67.977	4	rest.jpg	n/a	n/a	67.977	71.71	71.977	n/a
61	1	2	9	71.971	4	Aircraft2_90%_14.jpg	1	0.9	71.971	75.71	73.676	1
61	1	2	10	75.992	4	Aircraft2_90%_5.jpg	1	0.9	75.992	79.728	78.231	1
61	1	2	11	80.007	4	Aircraft2_90%_15.jpg	1	0.9	80.007	83.744	82.52	1
61	1	2	12	84.005	4	Aircraft2_90%_19.jpg	1	0.9	84.005	87.739	86.449	1
61	1	2	13	88	4	Aircraft1_90%_31.jpg	0	0.9	88	91.733	90.477	0
61	1	2	14	92.016	4	rest.jpg	n/a	n/a	92.016	95.748	96.016	n/a
61	1	2	15	95.995	4	rest.jpg	n/a	n/a	95.995	99.731	99.995	n/a
61	1	2	16	99.982	4	rest.jpg	n/a	n/a	99.982	103.713	103.982	n/a
61	1	3	17	103.979	4	Aircraft2_70%_4.jpg	1	0.75	103.979	107.71	106.337	1
61	1	3	18	107.996	4	Aircraft1_70%_43.jpg	0	0.75	107.996	111.727	109.688	0
61	1	3	19	111.993	4	Aircraft1_70%_9.jpg	0	0.75	111.993	115.728	114.772	0
61	1	3	20	116.015	4	Aircraft1_70%_11.jpg	0	0.75	116.015	119.755	118.237	0
61	1	3	21	120.022	4	Aircraft1_70%_50.jpg	0	0.75	120.022	123.759	121.87	0
61	1	3	22	124.037	4	rest.jpg	n/a	n/a	124.037	127.768	128.037	n/a
61	1	3	23	128.013	4	rest.jpg	n/a	n/a	128.013	131.745	132.013	n/a
61	1	3	24	131.992	4	rest.jpg	n/a	n/a	131.992	135.726	135.992	n/a
61	1	4	25	135.988	4	Aircraft1_10%_36.jpg	0	0.1	135.988	139.722	139.17	0
61	1	4	26	139.987	4	Aircraft1_10%_35.jpg	0	0.1	139.987	143.72	140.834	0
61	1	4	27	143.984	4	Aircraft2_10%_3.jpg	1	0.1	143.984	147.721	147.421	1
61	1	4	28	148.005	4	Aircraft1_10%_5.jpg	0	0.1	148.005	151.744	150.126	0
61	1	4	29	152.026	4	Aircraft1_10%_48.jpg	0	0.1	152.026	155.763	154.409	0
61	1	4	30	156.027	4	rest.jpg	n/a	n/a	156.027	159.762	160.027	n/a
61	1	4	31	159.997	4	rest.jpg	n/a	n/a	159.997	163.73	163.997	n/a
61	1	4	32	163.962	4	rest.jpg	n/a	n/a	163.962	167.692	167.962	n/a
61	1	5	33	167.967	4	Aircraft1_90%_3.jpg	0	0.9	167.967	171.702	169.304	0
61	1	5	34	171.981	4	Aircraft2_90%_28.jpg	1	0.9	171.981	175.713	174.002	1
61	1	5	35	175.992	4	Aircraft1_90%_24.jpg	0	0.9	175.992	179.728	177.115	0
61	1	5	36	180.006	4	Aircraft2_90%_39.jpg	1	0.9	180.006	183.745	181.306	1
61	1	5	37	184.021	4	Aircraft2_90%_8.jpg	1	0.9	184.021	187.752	185.201	1
61	1	5	38	188.015	4	rest.jpg	n/a	n/a	188.015	191.749	192.015	n/a
61	1	5	39	191.981	4	rest.jpg	n/a	n/a	191.981	195.712	195.981	n/a
61	1	5	40	195.944	4	rest.jpg	n/a	n/a	195.944	199.683	199.944	n/a
61	1	6	41	199.963	4	Aircraft2_70%_18.jpg	1	0.75	199.963	203.698	201.939	1
61	1	6	42	203.979	4	Aircraft1_70%_29.jpg	0	0.75	203.979	207.712	206.119	0
61	1	6	43	207.993	4	Aircraft2_70%_1.jpg	1	0.75	207.993	211.724	209.995	1
61	1	6	44	212.008	4	Aircraft1_70%_26.jpg	0	0.75	212.008	215.746	213.447	0
61	1	6	45	216.032	4	Aircraft2_70%_34.jpg	1	0.75	216.032	219.763	218.953	1
61	1	6	46	220.03	4	rest.jpg	n/a	n/a	220.03	223.767	224.03	n/a
61	1	6	47	223.999	4	rest.jpg	n/a	n/a	223.999	227.729	227.999	n/a
61	1	6	48	227.965	4	rest.jpg	n/a	n/a	227.965	231.696	231.965	n/a
61	1	7	49	231.961	4	Aircraft2_10%_17.jpg	1	0.1	231.961	235.698	233.798	1
61	1	7	50	235.966	4	Aircraft2_10%_11.jpg	1	0.1	235.966	239.697	237.417	1
61	1	7	51	239.983	4	Aircraft1_10%_20.jpg	0	0.1	239.983	243.714	240.92	0
61	1	7	52	244.003	4	Aircraft2_10%_47.jpg	1	0.1	244.003	247.737	244.892	1
61	1	7	53	248.017	4	Aircraft2_10%_45.jpg	1	0.1	248.017	251.751	248.788	1
61	1	7	54	252.022	4	rest.jpg	n/a	n/a	252.022	255.756	256.022	n/a
61	1	7	55	256.006	4	rest.jpg	n/a	n/a	256.006	259.742	260.006	n/a
61	1	7	56	259.976	4	rest.jpg	n/a	n/a	259.976	263.71	263.976	n/a
61	1	8	57	263.977	4	Aircraft1_90%_25.jpg	0	0.9	263.977	267.711	266.213	0
61	1	8	58	267.996	4	Aircraft2_90%_49.jpg	1	0.9	267.996	271.737	270.349	1
61	1	8	59	272.004	4	Aircraft2_90%_10.jpg	1	0.9	272.004	275.74	274.147	1
61	1	8	60	276.025	4	Aircraft2_90%_12.jpg	1	0.9	276.025	279.756	277.443	1
61	1	8	61	280.021	4	Aircraft2_90%_7.jpg	1	0.9	280.021	283.755	282.931	1
61	1	8	62	284.046	4	rest.jpg	n/a	n/a	284.046	287.782	288.046	n/a
61	1	8	63	288.016	4	rest.jpg	n/a	n/a	288.016	291.747	292.016	n/a
61	1	8	64	291.992	4	rest.jpg	n/a	n/a	291.992	295.724	295.992	n/a
61	1	9	65	296.009	4	Aircraft1_70%_32.jpg	0	0.75	296.009	299.742	298.302	0
61	1	9	66	300.015	4	Aircraft1_70%_49.jpg	0	0.75	300.015	303.752	301.801	0
61	1	9	67	304.036	4	Aircraft2_70%_22.jpg	1	0.75	304.036	307.767	308.036	1
61	1	9	68	308.04	4	Aircraft1_70%_34.jpg	0	0.75	308.04	311.772	309.178	0
61	1	9	69	312.064	4	Aircraft1_70%_14.jpg	0	0.75	312.064	315.794	314.293	0
61	1	9	70	316.084	4	rest.jpg	n/a	n/a	316.084	319.82	320.084	n/a
61	1	9	71	320.073	4	rest.jpg	n/a	n/a	320.073	323.806	324.073	n/a
61	1	9	72	324.059	4	rest.jpg	n/a	n/a	324.059	327.796	328.059	n/a
61	1	10	73	328.09	4	Aircraft1_10%_1.jpg	0	0.1	328.09	331.821	329.258	0
61	1	10	74	332.114	4	Aircraft1_10%_47.jpg	0	0.1	332.114	335.846	332.823	0
61	1	10	75	336.122	4	Aircraft1_10%_40.jpg	0	0.1	336.122	339.852	336.79	0
61	1	10	76	340.149	4	Aircraft1_10%_27.jpg	0	0.1	340.149	343.884	341.064	0
61	1	10	77	344.167	4	Aircraft2_10%_35.jpg	1	0.1	344.167	347.897	345.068	1
61	1	10	78	348.167	4	rest.jpg	n/a	n/a	348.167	351.904	352.167	n/a
61	1	10	79	352.143	4	rest.jpg	n/a	n/a	352.143	355.876	356.143	n/a
61	1	10	80	356.125	4	rest.jpg	n/a	n/a	356.125	359.855	360.125	n/a
61	1	11	81	360.148	4	Aircraft1_90%_32.jpg	0	0.9	360.148	363.881	362.292	0
61	1	11	82	364.169	4	Aircraft1_90%_49.jpg	0	0.9	364.169	367.906	366.43	0
61	1	11	83	368.175	4	Aircraft2_90%_22.jpg	1	0.9	368.175	371.911	369.892	1
61	1	11	84	372.179	4	Aircraft1_90%_34.jpg	0	0.9	372.179	375.909	374.007	0
61	1	11	85	376.198	4	Aircraft1_90%_14.jpg	0	0.9	376.198	379.934	380.198	0
61	1	11	86	380.226	4	rest.jpg	n/a	n/a	380.226	383.956	384.226	n/a
61	1	11	87	384.204	4	rest.jpg	n/a	n/a	384.204	387.939	388.204	n/a
61	1	11	88	388.172	4	rest.jpg	n/a	n/a	388.172	391.905	392.172	n/a
61	1	12	89	392.175	4	Aircraft2_70%_24.jpg	1	0.75	392.175	395.908	394.852	1
61	1	12	90	396.197	4	Aircraft2_70%_2.jpg	1	0.75	396.197	399.929	397.871	1
61	1	12	91	400.224	4	Aircraft2_70%_43.jpg	1	0.75	400.224	403.956	401.049	1
61	1	12	92	404.233	4	Aircraft2_70%_46.jpg	1	0.75	404.233	407.966	405.325	1
61	1	12	93	408.243	4	Aircraft1_70%_42.jpg	0	0.75	408.243	411.979	409.961	0
61	1	12	94	412.25	4	rest.jpg	n/a	n/a	412.25	415.981	416.25	n/a
61	1	12	95	416.225	4	rest.jpg	n/a	n/a	416.225	419.96	420.225	n/a
61	1	12	96	420.198	4	rest.jpg	n/a	n/a	420.198	423.933	424.198	n/a
61	1	13	97	424.207	4	Aircraft2_10%_30.jpg	1	0.1	424.207	427.94	426.318	1
61	1	13	98	428.211	4	Aircraft2_10%_27.jpg	1	0.1	428.211	431.941	429.236	1
61	1	13	99	432.217	4	Aircraft2_10%_50.jpg	1	0.1	432.217	435.95	433.061	1
61	1	13	100	436.227	4	Aircraft2_10%_29.jpg	1	0.1	436.227	439.966	437.545	1
61	1	13	101	440.255	4	Aircraft1_10%_6.jpg	0	0.1	440.255	443.985	440.93	0
61	1	13	102	444.273	4	rest.jpg	n/a	n/a	444.273	448.003	448.273	n/a
61	1	13	103	448.238	4	rest.jpg	n/a	n/a	448.238	451.969	452.238	n/a
61	1	13	104	452.202	4	rest.jpg	n/a	n/a	452.202	455.938	456.202	n/a
61	1	14	105	456.204	4	Aircraft2_90%_18.jpg	1	0.9	456.204	459.936	457.387	1
61	1	14	106	460.202	4	Aircraft1_90%_29.jpg	0	0.9	460.202	463.932	462.243	0
61	1	14	107	464.202	4	Aircraft2_90%_1.jpg	1	0.9	464.202	467.937	465.316	1
61	1	14	108	468.227	4	Aircraft1_90%_26.jpg	0	0.9	468.227	471.958	470.773	0
61	1	14	109	472.229	4	Aircraft2_90%_34.jpg	1	0.9	472.229	475.962	475.093	1
61	1	14	110	476.234	4	rest.jpg	n/a	n/a	476.234	479.964	480.234	n/a
61	1	14	111	480.199	4	rest.jpg	n/a	n/a	480.199	483.929	484.199	n/a
61	1	14	112	484.183	4	rest.jpg	n/a	n/a	484.183	487.914	488.183	n/a
61	1	15	113	488.188	4	Aircraft1_70%_17.jpg	0	0.75	488.188	491.92	489.857	0
61	1	15	114	492.198	4	Aircraft2_70%_42.jpg	1	0.75	492.198	495.928	493.457	1
61	1	15	115	496.199	4	Aircraft2_70%_44.jpg	1	0.75	496.199	499.934	497.11	1
61	1	15	116	500.217	4	Aircraft1_70%_10.jpg	0	0.75	500.217	503.947	501.217	0
61	1	15	117	504.221	4	Aircraft2_70%_25.jpg	1	0.75	504.221	507.954	507.161	1
61	1	15	118	508.225	4	rest.jpg	n/a	n/a	508.225	511.962	512.225	n/a
61	1	15	119	512.213	4	rest.jpg	n/a	n/a	512.213	515.95	516.213	n/a
61	1	15	120	516.185	4	rest.jpg	n/a	n/a	516.185	519.917	520.185	n/a
61	1	16	121	520.196	4	Aircraft1_10%_38.jpg	0	0.1	520.196	523.931	521.41	0
61	1	16	122	524.224	4	Aircraft2_10%_21.jpg	1	0.1	524.224	527.955	526.423	1
61	1	16	123	528.246	4	Aircraft1_10%_16.jpg	0	0.1	528.246	531.983	529.377	0
61	1	16	124	532.259	4	Aircraft1_10%_46.jpg	0	0.1	532.259	535.992	533.126	0
61	1	16	125	536.278	4	Aircraft2_10%_40.jpg	1	0.1	536.278	540.008	537.058	1
61	1	16	126	540.298	4	rest.jpg	n/a	n/a	540.298	544.03	544.298	n/a
61	1	16	127	544.264	4	rest.jpg	n/a	n/a	544.264	547.999	548.264	n/a
61	1	16	128	548.234	4	rest.jpg	n/a	n/a	548.234	551.964	552.234	n/a
61	1	17	129	552.236	4	Aircraft2_90%_4.jpg	1	0.9	552.236	555.973	554.126	1
61	1	17	130	556.256	4	Aircraft1_90%_43.jpg	0	0.9	556.256	559.985	559.545	0
61	1	17	131	560.251	4	Aircraft1_90%_9.jpg	0	0.9	560.251	563.984	562.123	0
61	1	17	132	564.251	4	Aircraft1_90%_11.jpg	0	0.9	564.251	567.986	566.51	0
61	1	17	133	568.271	4	Aircraft1_90%_50.jpg	0	0.9	568.271	572.006	572.271	0
61	1	17	134	572.294	4	rest.jpg	n/a	n/a	572.294	576.025	572.642	n/a
61	1	17	135	576.274	4	rest.jpg	n/a	n/a	576.274	580.007	580.274	n/a
61	1	17	136	580.245	4	rest.jpg	n/a	n/a	580.245	583.981	584.245	n/a
61	1	18	137	584.27	4	Aircraft1_70%_12.jpg	0	0.75	584.27	588.005	586.076	0
61	1	18	138	588.288	4	Aircraft2_70%_32.jpg	1	0.75	588.288	592.025	590.274	1
61	1	18	139	592.293	4	Aircraft2_70%_48.jpg	1	0.75	592.293	596.022	593.124	1
61	1	18	140	596.294	4	Aircraft1_70%_19.jpg	0	0.75	596.294	600.024	597.431	0
61	1	18	141	600.297	4	Aircraft1_70%_33.jpg	0	0.75	600.297	604.028	602.143	0
61	1	18	142	604.298	4	rest.jpg	n/a	n/a	604.298	608.035	608.298	n/a
61	1	18	143	608.285	4	rest.jpg	n/a	n/a	608.285	612.02	612.285	n/a
61	1	18	144	612.263	4	rest.jpg	n/a	n/a	612.263	615.993	616.263	n/a
61	1	19	145	616.288	4	Aircraft2_10%_23.jpg	1	0.1	616.288	620.023	617.843	1
61	1	19	146	620.308	4	Aircraft1_10%_28.jpg	0	0.1	620.308	624.046	621.073	0
61	1	19	147	624.32	4	Aircraft2_10%_13.jpg	1	0.1	624.32	628.055	625.199	1
61	1	19	148	628.345	4	Aircraft1_10%_45.jpg	0	0.1	628.345	632.08	629.354	0
61	1	19	149	632.354	4	Aircraft1_10%_37.jpg	0	0.1	632.354	636.091	633.793	0
61	1	19	150	636.374	4	rest.jpg	n/a	n/a	636.374	640.11	640.374	n/a
61	1	19	151	640.359	4	rest.jpg	n/a	n/a	640.359	644.091	644.359	n/a
61	1	19	152	644.34	4	rest.jpg	n/a	n/a	644.34	648.077	648.34	n/a
61	1	20	153	648.356	4	Aircraft2_90%_33.jpg	1	0.9	648.356	652.086	650.275	1
61	1	20	154	652.367	4	Aircraft2_90%_38.jpg	1	0.9	652.367	656.097	653.225	1
61	1	20	155	656.376	4	Aircraft1_90%_30.jpg	0	0.9	656.376	660.106	658.304	0
61	1	20	156	660.367	4	Aircraft1_90%_41.jpg	0	0.9	660.367	664.1	661.294	0
61	1	20	157	664.374	4	Aircraft1_90%_18.jpg	0	0.9	664.374	668.109	665.955	0
61	1	20	158	668.391	4	rest.jpg	n/a	n/a	668.391	672.124	672.391	n/a
61	1	20	159	672.371	4	rest.jpg	n/a	n/a	672.371	676.108	676.371	n/a
61	1	20	160	676.359	4	rest.jpg	n/a	n/a	676.359	680.096	680.359	n/a
61	1	21	161	680.38	4	Aircraft2_70%_9.jpg	1	0.75	680.38	684.11	682.052	1
61	1	21	162	684.373	4	Aircraft2_70%_6.jpg	1	0.75	684.373	688.109	686.317	1
61	1	21	163	688.393	4	Aircraft1_70%_23.jpg	0	0.75	688.393	692.123	689.865	0
61	1	21	164	692.39	4	Aircraft1_70%_21.jpg	0	0.75	692.39	696.127	693.319	0
61	1	21	165	696.393	4	Aircraft2_70%_36.jpg	1	0.75	696.393	700.124	697.631	1
61	1	21	166	700.386	4	rest.jpg	n/a	n/a	700.386	704.122	704.386	n/a
61	1	21	167	704.37	4	rest.jpg	n/a	n/a	704.37	708.102	708.37	n/a
61	1	21	168	708.335	4	rest.jpg	n/a	n/a	708.335	712.071	712.335	n/a
61	1	22	169	712.338	4	Aircraft2_10%_41.jpg	1	0.1	712.338	716.071	713.582	1
61	1	22	170	716.34	4	Aircraft1_10%_22.jpg	0	0.1	716.34	720.07	717.187	0
61	1	22	171	720.349	4	Aircraft1_10%_44.jpg	0	0.1	720.349	724.079	721.62	0
61	1	22	172	724.37	4	Aircraft1_10%_1.jpg	0	0.1	724.37	728.1	725.382	0
61	1	22	173	728.384	4	Aircraft2_10%_37.jpg	1	0.1	728.384	732.121	729.451	1
61	1	22	174	732.386	4	rest.jpg	n/a	n/a	732.386	736.117	736.386	n/a
61	1	22	175	736.364	4	rest.jpg	n/a	n/a	736.364	740.101	740.364	n/a
61	1	22	176	740.348	4	rest.jpg	n/a	n/a	740.348	744.078	744.348	n/a
61	1	23	177	744.338	4	Aircraft2_90%_31.jpg	1	0.9	744.338	748.075	745.716	1
61	1	23	178	748.356	4	Aircraft1_90%_4.jpg	0	0.9	748.356	752.089	750.425	0
61	1	23	179	752.35	4	Aircraft2_90%_20.jpg	1	0.9	752.35	756.08	753.47	1
61	1	23	180	756.363	4	Aircraft1_90%_7.jpg	0	0.9	756.363	760.099	758.042	0
61	1	23	181	760.361	4	Aircraft1_90%_8.jpg	0	0.9	760.361	764.093	761.302	0
61	1	23	182	764.357	4	rest.jpg	n/a	n/a	764.357	768.092	768.357	n/a
61	1	23	183	768.34	4	rest.jpg	n/a	n/a	768.34	772.077	772.34	n/a
61	1	23	184	772.325	4	rest.jpg	n/a	n/a	772.325	776.055	776.325	n/a
61	1	24	185	776.32	4	Aircraft2_70%_14.jpg	1	0.75	776.32	780.055	777.621	1
61	1	24	186	780.345	4	Aircraft2_70%_5.jpg	1	0.75	780.345	784.081	781.635	1
61	1	24	187	784.348	4	Aircraft2_70%_15.jpg	1	0.75	784.348	788.078	785.866	1
61	1	24	188	788.341	4	Aircraft2_70%_19.jpg	1	0.75	788.341	792.073	789.803	1
61	1	24	189	792.34	4	Aircraft1_70%_31.jpg	0	0.75	792.34	796.075	794.261	0
61	1	24	190	796.339	4	rest.jpg	n/a	n/a	796.339	800.069	800.339	n/a
61	1	24	191	800.318	4	rest.jpg	n/a	n/a	800.318	804.048	804.318	n/a
61	1	24	192	804.298	4	rest.jpg	n/a	n/a	804.298	808.027	808.298	n/a
61	1	25	193	808.311	4	Aircraft2_10%_9.jpg	1	0.1	808.311	812.043	809.645	1
61	1	25	194	812.305	4	Aircraft2_10%_6.jpg	1	0.1	812.305	816.04	813.395	1
61	1	25	195	816.322	4	Aircraft1_10%_23.jpg	0	0.1	816.322	820.058	817.407	0
61	1	25	196	820.327	4	Aircraft1_10%_21.jpg	0	0.1	820.327	824.062	821.41	0
61	1	25	197	824.344	4	Aircraft2_10%_36.jpg	1	0.1	824.344	828.08	825.587	1
61	1	25	198	828.371	4	rest.jpg	n/a	n/a	828.371	832.101	832.371	n/a
61	1	25	199	832.337	4	rest.jpg	n/a	n/a	832.337	836.067	836.337	n/a
61	1	25	200	836.319	4	rest.jpg	n/a	n/a	836.319	840.051	840.319	n/a
61	1	26	201	840.335	4	Aircraft2_90%_24.jpg	1	0.9	840.335	844.069	843.017	1
61	1	26	202	844.336	4	Aircraft2_90%_2.jpg	1	0.9	844.336	848.071	845.818	1
61	1	26	203	848.355	4	Aircraft2_90%_43.jpg	1	0.9	848.355	852.085	849.482	1
61	1	26	204	852.369	4	Aircraft2_90%_46.jpg	1	0.9	852.369	856.104	854.405	1
61	1	26	205	856.369	4	Aircraft1_90%_42.jpg	0	0.9	856.369	860.102	859.491	0
61	1	26	206	860.372	4	rest.jpg	n/a	n/a	860.372	864.104	864.372	n/a
61	1	26	207	864.338	4	rest.jpg	n/a	n/a	864.338	868.075	868.338	n/a
61	1	26	208	868.324	4	rest.jpg	n/a	n/a	868.324	872.056	872.324	n/a
61	1	27	209	872.331	4	Aircraft1_70%_3.jpg	0	0.75	872.331	876.061	874.894	0
61	1	27	210	876.352	4	Aircraft2_70%_28.jpg	1	0.75	876.352	880.081	878.3	1
61	1	27	211	880.352	4	Aircraft1_70%_24.jpg	0	0.75	880.352	884.088	881.446	0
61	1	27	212	884.376	4	Aircraft2_70%_39.jpg	1	0.75	884.376	888.108	885.193	1
61	1	27	213	888.397	4	Aircraft2_70%_8.jpg	1	0.75	888.397	892.127	889.878	1
61	1	27	214	892.4	4	rest.jpg	n/a	n/a	892.4	896.14	896.4	n/a
61	1	27	215	896.385	4	rest.jpg	n/a	n/a	896.385	900.12	900.385	n/a
61	1	27	216	900.354	4	rest.jpg	n/a	n/a	900.354	904.089	904.354	n/a
