sub	run	block	trail	oneset	duration	stim_file	stim_lable	level of occlusion	stim_started	stim_stopped	key_time	key_fix
17	2	1	1	39.99	4	Aircraft1_10%_17.jpg	0	0.1	39.99	43.708	41.348	0
17	2	1	2	43.984	4	Aircraft2_10%_42.jpg	1	0.1	43.984	47.709	44.703	1
17	2	1	3	47.992	4	Aircraft2_10%_44.jpg	1	0.1	47.992	51.716	48.739	1
17	2	1	4	51.991	4	Aircraft1_10%_10.jpg	0	0.1	51.991	55.715	52.868	0
17	2	1	5	55.985	4	Aircraft2_10%_25.jpg	1	0.1	55.985	59.711	56.786	1
17	2	1	6	59.995	4	rest.jpg	n/a	n/a	59.995	63.715	63.995	n/a
17	2	1	7	63.962	4	rest.jpg	n/a	n/a	63.962	67.682	67.962	n/a
17	2	1	8	67.914	4	rest.jpg	n/a	n/a	67.914	71.636	71.914	n/a
17	2	2	9	71.918	4	Aircraft1_90%_12.jpg	0	0.9	71.918	75.635	74.059	0
17	2	2	10	75.903	4	Aircraft2_90%_32.jpg	1	0.9	75.903	79.628	78.206	1
17	2	2	11	79.91	4	Aircraft2_90%_48.jpg	1	0.9	79.91	83.628	82.201	1
17	2	2	12	83.913	4	Aircraft1_90%_19.jpg	0	0.9	83.913	87.636	86.925	0
17	2	2	13	87.905	4	Aircraft1_90%_33.jpg	0	0.9	87.905	91.622	90.447	0
17	2	2	14	91.911	4	rest.jpg	n/a	n/a	91.911	95.633	95.911	n/a
17	2	2	15	95.882	4	rest.jpg	n/a	n/a	95.882	99.604	99.882	n/a
17	2	2	16	99.851	4	rest.jpg	n/a	n/a	99.851	103.57	103.851	n/a
17	2	3	17	103.84	4	Aircraft2_70%_33.jpg	1	0.75	103.84	107.562	105.584	1
17	2	3	18	107.845	4	Aircraft2_70%_38.jpg	1	0.75	107.845	111.564	110.018	1
17	2	3	19	111.854	4	Aircraft1_70%_30.jpg	0	0.75	111.854	115.571	113.638	0
17	2	3	20	115.859	4	Aircraft1_70%_41.jpg	0	0.75	115.859	119.576	118.312	0
17	2	3	21	119.849	4	Aircraft1_70%_18.jpg	0	0.75	119.849	123.574	121.703	0
17	2	3	22	123.844	4	rest.jpg	n/a	n/a	123.844	127.568	127.844	n/a
17	2	3	23	127.814	4	rest.jpg	n/a	n/a	127.814	131.536	131.814	n/a
17	2	3	24	131.786	4	rest.jpg	n/a	n/a	131.786	135.502	135.786	n/a
17	2	4	25	135.774	4	Aircraft2_10%_24.jpg	1	0.1	135.774	139.491	137.37	1
17	2	4	26	139.783	4	Aircraft2_10%_2.jpg	1	0.1	139.783	143.5	140.575	1
17	2	4	27	143.773	4	Aircraft2_10%_43.jpg	1	0.1	143.773	147.498	144.511	1
17	2	4	28	147.773	4	Aircraft2_10%_46.jpg	1	0.1	147.773	151.497	148.505	1
17	2	4	29	151.767	4	Aircraft1_10%_42.jpg	0	0.1	151.767	155.49	152.576	0
17	2	4	30	155.777	4	rest.jpg	n/a	n/a	155.777	159.5	159.777	n/a
17	2	4	31	159.734	4	rest.jpg	n/a	n/a	159.734	163.453	163.734	n/a
17	2	4	32	163.697	4	rest.jpg	n/a	n/a	163.697	167.413	167.697	n/a
17	2	5	33	167.69	4	Aircraft2_90%_9.jpg	1	0.9	167.69	171.407	169.888	1
17	2	5	34	171.691	4	Aircraft2_90%_6.jpg	1	0.9	171.691	175.411	174.279	1
17	2	5	35	175.681	4	Aircraft1_90%_23.jpg	0	0.9	175.681	179.403	178.398	0
17	2	5	36	179.685	4	Aircraft1_90%_21.jpg	0	0.9	179.685	183.404	182.353	0
