onset	duration	stim_file	stim_started	stim_stopped	key_fix
212.021	4	Aircraft1_70%_26.jpg	212.021	215.754	1
216.02	4	Aircraft2_70%_34.jpg	216.02	219.753	1
220.016	4	rest.jpg	220.016	223.751	n/a
224.003	4	rest.jpg	224.003	227.736	n/a
227.98	4	rest.jpg	227.98	231.721	n/a
232.001	4	Aircraft2_10%_17.jpg	232.001	235.741	1
236.023	4	Aircraft2_10%_11.jpg	236.023	239.757	1
240.048	4	Aircraft1_10%_20.jpg	240.048	243.787	1
244.058	4	Aircraft2_10%_47.jpg	244.058	247.789	1
248.056	4	Aircraft2_10%_45.jpg	248.056	251.794	1
252.076	4	rest.jpg	252.076	255.807	n/a
256.059	4	rest.jpg	256.059	259.793	n/a
260.047	4	rest.jpg	260.047	263.779	n/a
264.062	4	Aircraft1_90%_25.jpg	264.062	267.801	1
268.084	4	Aircraft2_90%_49.jpg	268.084	271.823	1
272.107	4	Aircraft2_90%_10.jpg	272.107	275.84	1
276.123	4	Aircraft2_90%_12.jpg	276.123	279.855	1
280.141	4	Aircraft2_90%_7.jpg	280.141	283.875	1
284.163	4	rest.jpg	284.163	287.898	n/a
288.133	4	rest.jpg	288.133	291.872	n/a
292.123	4	rest.jpg	292.123	295.857	n/a
296.141	4	Aircraft1_70%_32.jpg	296.141	299.88	1
300.164	4	Aircraft1_70%_49.jpg	300.164	303.9	1
304.164	4	Aircraft2_70%_22.jpg	304.164	307.902	1
308.192	4	Aircraft1_70%_34.jpg	308.192	311.925	1
312.219	4	Aircraft1_70%_14.jpg	312.219	315.956	1
316.225	4	rest.jpg	316.225	319.957	n/a
320.193	4	rest.jpg	320.193	323.923	n/a
324.177	4	rest.jpg	324.177	327.909	n/a
328.202	4	Aircraft1_10%_1.jpg	328.202	331.934	1
332.201	4	Aircraft1_10%_47.jpg	332.201	335.932	1
336.202	4	Aircraft1_10%_40.jpg	336.202	339.933	1
340.219	4	Aircraft1_10%_27.jpg	340.219	343.952	1
344.22	4	Aircraft2_10%_35.jpg	344.22	347.958	1
348.228	4	rest.jpg	348.228	351.959	n/a
352.208	4	rest.jpg	352.208	355.945	n/a
356.182	4	rest.jpg	356.182	359.917	n/a
360.182	4	Aircraft1_90%_32.jpg	360.182	363.918	1
364.202	4	Aircraft1_90%_49.jpg	364.202	367.939	1
368.224	4	Aircraft2_90%_22.jpg	368.224	371.959	1
372.243	4	Aircraft1_90%_34.jpg	372.243	375.975	1
376.265	4	Aircraft1_90%_14.jpg	376.265	380.006	1
380.272	4	rest.jpg	380.272	384.002	n/a
384.239	4	rest.jpg	384.239	387.976	n/a
388.232	4	rest.jpg	388.232	391.97	n/a
392.235	4	Aircraft2_70%_24.jpg	392.235	395.966	1
396.233	4	Aircraft2_70%_2.jpg	396.233	399.968	1
400.236	4	Aircraft2_70%_43.jpg	400.236	403.969	1
404.256	4	Aircraft2_70%_46.jpg	404.256	407.996	1
408.281	4	Aircraft1_70%_42.jpg	408.281	412.019	1
412.297	4	rest.jpg	412.297	416.034	n/a
416.266	4	rest.jpg	416.266	420.002	n/a
420.251	4	rest.jpg	420.251	423.99	n/a
424.277	4	Aircraft2_10%_30.jpg	424.277	428.014	1
428.29	4	Aircraft2_10%_27.jpg	428.29	432.026	1
432.311	4	Aircraft2_10%_50.jpg	432.311	436.047	1
436.313	4	Aircraft2_10%_29.jpg	436.313	440.05	1
440.318	4	Aircraft1_10%_6.jpg	440.318	444.048	1
444.312	4	rest.jpg	444.312	448.047	n/a
448.292	4	rest.jpg	448.292	452.027	n/a
452.259	4	rest.jpg	452.259	455.99	n/a
456.255	4	Aircraft2_90%_18.jpg	456.255	459.986	1
460.251	4	Aircraft1_90%_29.jpg	460.251	463.982	1
464.256	4	Aircraft2_90%_1.jpg	464.256	467.992	1
468.271	4	Aircraft1_90%_26.jpg	468.271	472.01	1
472.272	4	Aircraft2_90%_34.jpg	472.272	476.005	1
476.269	4	rest.jpg	476.269	479.999	n/a
480.234	4	rest.jpg	480.234	483.97	n/a
484.207	4	rest.jpg	484.207	487.941	n/a
488.229	4	Aircraft1_70%_17.jpg	488.229	491.961	1
492.231	4	Aircraft2_70%_42.jpg	492.231	495.968	1
496.238	4	Aircraft2_70%_44.jpg	496.238	499.969	1
500.256	4	Aircraft1_70%_10.jpg	500.256	503.992	1
504.278	4	Aircraft2_70%_25.jpg	504.278	508.014	1
508.292	4	rest.jpg	508.292	512.03	n/a
512.277	4	rest.jpg	512.277	516.007	n/a
516.261	4	rest.jpg	516.261	519.994	n/a
520.289	4	Aircraft1_10%_38.jpg	520.289	524.023	1
524.311	4	Aircraft2_10%_21.jpg	524.311	528.043	1
528.311	4	Aircraft1_10%_16.jpg	528.311	532.043	1
532.311	4	Aircraft1_10%_46.jpg	532.311	536.045	1
536.307	4	Aircraft2_10%_40.jpg	536.307	540.042	1
540.322	4	rest.jpg	540.322	544.055	n/a
544.291	4	rest.jpg	544.291	548.021	n/a
548.272	4	rest.jpg	548.272	552.006	n/a
552.269	4	Aircraft2_90%_4.jpg	552.269	556.005	1
556.288	4	Aircraft1_90%_43.jpg	556.288	560.025	1
560.305	4	Aircraft1_90%_9.jpg	560.305	564.041	1
564.302	4	Aircraft1_90%_11.jpg	564.302	568.034	1
568.296	4	Aircraft1_90%_50.jpg	568.296	572.032	1
572.31	4	rest.jpg	572.31	576.045	n/a
576.292	4	rest.jpg	576.292	580.023	n/a
580.253	4	rest.jpg	580.253	583.989	n/a
584.278	4	Aircraft1_70%_12.jpg	584.278	588.016	1
588.284	4	Aircraft2_70%_32.jpg	588.284	592.016	1
592.278	4	Aircraft2_70%_48.jpg	592.278	596.015	1
596.281	4	Aircraft1_70%_19.jpg	596.281	600.013	1
600.28	4	Aircraft1_70%_33.jpg	600.28	604.015	1
604.293	4	rest.jpg	604.293	608.03	n/a
608.276	4	rest.jpg	608.276	612.012	n/a
612.26	4	rest.jpg	612.26	615.99	n/a
616.261	4	Aircraft2_10%_23.jpg	616.261	619.994	1
620.279	4	Aircraft1_10%_28.jpg	620.279	624.01	1
624.277	4	Aircraft2_10%_13.jpg	624.277	628.013	1
628.291	4	Aircraft1_10%_45.jpg	628.291	632.026	1
632.315	4	Aircraft1_10%_37.jpg	632.315	636.05	1
636.33	4	rest.jpg	636.33	640.06	n/a
640.29	4	rest.jpg	640.29	644.027	n/a
644.257	4	rest.jpg	644.257	647.987	n/a
648.251	4	Aircraft2_90%_33.jpg	648.251	651.987	1
652.254	4	Aircraft2_90%_38.jpg	652.254	655.991	1
656.257	4	Aircraft1_90%_30.jpg	656.257	659.988	1
660.253	4	Aircraft1_90%_41.jpg	660.253	663.985	1
664.251	4	Aircraft1_90%_18.jpg	664.251	667.982	1
668.251	4	rest.jpg	668.251	671.982	n/a
672.219	4	rest.jpg	672.219	675.953	n/a
676.201	4	rest.jpg	676.201	679.934	n/a
680.203	4	Aircraft2_70%_9.jpg	680.203	683.94	1
684.231	4	Aircraft2_70%_6.jpg	684.231	687.964	1
688.246	4	Aircraft1_70%_23.jpg	688.246	691.985	1
692.263	4	Aircraft1_70%_21.jpg	692.263	696.003	1
696.301	4	Aircraft2_70%_36.jpg	696.301	700.039	1
700.323	4	rest.jpg	700.323	704.053	n/a
704.302	4	rest.jpg	704.302	708.032	n/a
708.263	4	rest.jpg	708.263	711.995	n/a
712.291	4	Aircraft2_10%_41.jpg	712.291	716.027	1
716.295	4	Aircraft1_10%_22.jpg	716.295	720.025	1
720.289	4	Aircraft1_10%_44.jpg	720.289	724.019	1
724.308	4	Aircraft1_10%_1.jpg	724.308	728.043	1
728.307	4	Aircraft2_10%_37.jpg	728.307	732.039	1
732.321	4	rest.jpg	732.321	736.055	n/a
736.303	4	rest.jpg	736.303	740.036	n/a
740.285	4	rest.jpg	740.285	744.016	n/a
744.294	4	Aircraft2_90%_31.jpg	744.294	748.026	1
748.305	4	Aircraft1_90%_4.jpg	748.305	752.04	1
752.299	4	Aircraft2_90%_20.jpg	752.299	756.031	1
756.292	4	Aircraft1_90%_7.jpg	756.292	760.022	1
760.283	4	Aircraft1_90%_8.jpg	760.283	764.016	1
764.28	4	rest.jpg	764.28	768.01	n/a
768.259	4	rest.jpg	768.259	771.995	n/a
772.253	4	rest.jpg	772.253	775.987	n/a
776.256	4	Aircraft2_70%_14.jpg	776.256	779.988	1
780.257	4	Aircraft2_70%_5.jpg	780.257	783.994	1
784.264	4	Aircraft2_70%_15.jpg	784.264	788.001	1
788.267	4	Aircraft2_70%_19.jpg	788.267	792.001	1
792.27	4	Aircraft1_70%_31.jpg	792.27	796.008	1
796.286	4	rest.jpg	796.286	800.017	n/a
800.266	4	rest.jpg	800.266	804.004	n/a
804.255	4	rest.jpg	804.255	807.985	n/a
808.258	4	Aircraft2_10%_9.jpg	808.258	811.988	1
812.257	4	Aircraft2_10%_6.jpg	812.257	815.99	1
816.261	4	Aircraft1_10%_23.jpg	816.261	819.994	1
820.266	4	Aircraft1_10%_21.jpg	820.266	824.001	1
824.266	4	Aircraft2_10%_36.jpg	824.266	828.002	1
828.287	4	rest.jpg	828.287	832.019	n/a
832.254	4	rest.jpg	832.254	835.99	n/a
836.244	4	rest.jpg	836.244	839.981	n/a
840.264	4	Aircraft2_90%_24.jpg	840.264	844.002	1
844.266	4	Aircraft2_90%_2.jpg	844.266	847.999	1
848.276	4	Aircraft2_90%_43.jpg	848.276	852.008	1
852.286	4	Aircraft2_90%_46.jpg	852.286	856.019	1
856.28	4	Aircraft1_90%_42.jpg	856.28	860.01	1
860.292	4	rest.jpg	860.292	864.024	n/a
864.274	4	rest.jpg	864.274	868.005	n/a
868.239	4	rest.jpg	868.239	871.974	n/a
872.245	4	Aircraft1_70%_3.jpg	872.245	875.978	1
876.25	4	Aircraft2_70%_28.jpg	876.25	879.987	1
880.258	4	Aircraft1_70%_24.jpg	880.258	883.991	1
884.275	4	Aircraft2_70%_39.jpg	884.275	888.007	1
888.295	4	Aircraft2_70%_8.jpg	888.295	892.026	1
892.292	4	rest.jpg	892.292	896.025	n/a
896.257	4	rest.jpg	896.257	900.001	n/a
900.256	4	rest.jpg	900.256	903.986	n/a
904.257	4	Aircraft1_10%_12.jpg	904.257	907.999	1
908.269	4	Aircraft2_10%_32.jpg	908.269	912.008	1
912.297	4	Aircraft2_10%_48.jpg	912.297	916.027	1
916.289	4	Aircraft1_10%_19.jpg	916.289	920.027	1
920.289	4	Aircraft1_10%_33.jpg	920.289	924.024	1
924.289	4	rest.jpg	924.289	928.019	n/a
928.269	4	rest.jpg	928.269	932.005	n/a
932.255	4	rest.jpg	932.255	935.994	n/a
936.261	4	Aircraft1_90%_17.jpg	936.261	940.001	1
940.28	4	Aircraft2_90%_42.jpg	940.28	944.014	1
944.301	4	Aircraft2_90%_44.jpg	944.301	948.032	1
948.315	4	Aircraft1_90%_10.jpg	948.315	952.046	1
952.315	4	Aircraft2_90%_25.jpg	952.315	956.045	1
956.314	4	rest.jpg	956.314	960.044	n/a
960.289	4	rest.jpg	960.289	964.021	n/a
964.271	4	rest.jpg	964.271	968.007	n/a
968.295	4	Aircraft1_70%_25.jpg	968.295	972.025	1
972.293	4	Aircraft2_70%_49.jpg	972.293	976.03	1
976.314	4	Aircraft2_70%_10.jpg	976.314	980.044	1
980.333	4	Aircraft2_70%_12.jpg	980.333	984.068	1
984.339	4	Aircraft2_70%_7.jpg	984.339	988.069	1
988.347	4	rest.jpg	988.347	992.077	n/a
992.324	4	rest.jpg	992.324	996.057	n/a
996.29	4	rest.jpg	996.29	1000.022	n/a
