sub	run	block	trail	oneset	duration	stim_file	stim_lable	level of occlusion	stim_started	stim_stopped	key_time	key_fix
43	2	1	1	39.997	4	Aircraft1_10%_17.jpg	0	0.1	39.997	43.735	40.808	0
43	2	1	2	44.032	4	Aircraft2_10%_42.jpg	1	0.1	44.032	47.765	44.69	1
43	2	1	3	48.052	4	Aircraft2_10%_44.jpg	1	0.1	48.052	51.789	48.75	1
43	2	1	4	52.085	4	Aircraft1_10%_10.jpg	0	0.1	52.085	55.814	53.123	0
43	2	1	5	56.098	4	Aircraft2_10%_25.jpg	1	0.1	56.098	59.831	57.448	1
43	2	1	6	60.12	4	rest.jpg	n/a	n/a	60.12	63.852	64.12	n/a
43	2	1	7	64.091	4	rest.jpg	n/a	n/a	64.091	67.82	68.091	n/a
43	2	1	8	68.074	4	rest.jpg	n/a	n/a	68.074	71.803	72.074	n/a
43	2	2	9	72.071	4	Aircraft1_90%_12.jpg	0	0.9	72.071	75.802	73.445	0
43	2	2	10	76.087	4	Aircraft2_90%_32.jpg	1	0.9	76.087	79.816	78.205	1
43	2	2	11	80.085	4	Aircraft2_90%_48.jpg	1	0.9	80.085	83.814	81.15	1
43	2	2	12	84.104	4	Aircraft1_90%_19.jpg	0	0.9	84.104	87.84	85.886	0
43	2	2	13	88.108	4	Aircraft1_90%_33.jpg	0	0.9	88.108	91.843	88.838	0
43	2	2	14	92.131	4	rest.jpg	n/a	n/a	92.131	95.865	96.131	n/a
43	2	2	15	96.1	4	rest.jpg	n/a	n/a	96.1	99.836	100.1	n/a
43	2	2	16	100.091	4	rest.jpg	n/a	n/a	100.091	103.82	104.091	n/a
43	2	3	17	104.108	4	Aircraft2_70%_33.jpg	1	0.75	104.108	107.839	105.706	1
43	2	3	18	108.133	4	Aircraft2_70%_38.jpg	1	0.75	108.133	111.867	108.804	1
43	2	3	19	112.163	4	Aircraft1_70%_30.jpg	0	0.75	112.163	115.892	114.1	0
43	2	3	20	116.166	4	Aircraft1_70%_41.jpg	0	0.75	116.166	119.895	116.883	0
43	2	3	21	120.181	4	Aircraft1_70%_18.jpg	0	0.75	120.181	123.912	121.078	0
43	2	3	22	124.199	4	rest.jpg	n/a	n/a	124.199	127.928	128.199	n/a
43	2	3	23	128.178	4	rest.jpg	n/a	n/a	128.178	131.908	132.178	n/a
43	2	3	24	132.162	4	rest.jpg	n/a	n/a	132.162	135.896	136.162	n/a
43	2	4	25	136.193	4	Aircraft2_10%_24.jpg	1	0.1	136.193	139.927	137.019	1
43	2	4	26	140.204	4	Aircraft2_10%_2.jpg	1	0.1	140.204	143.934	140.966	1
43	2	4	27	144.231	4	Aircraft2_10%_43.jpg	1	0.1	144.231	147.961	144.899	1
43	2	4	28	148.238	4	Aircraft2_10%_46.jpg	1	0.1	148.238	151.97	148.889	1
43	2	4	29	152.26	4	Aircraft1_10%_42.jpg	0	0.1	152.26	155.989	153.015	0
43	2	4	30	156.279	4	rest.jpg	n/a	n/a	156.279	160.008	160.279	n/a
43	2	4	31	160.245	4	rest.jpg	n/a	n/a	160.245	163.974	164.245	n/a
43	2	4	32	164.209	4	rest.jpg	n/a	n/a	164.209	167.938	168.209	n/a
43	2	5	33	168.205	4	Aircraft2_90%_9.jpg	1	0.9	168.205	171.934	169.376	1
43	2	5	34	172.221	4	Aircraft2_90%_6.jpg	1	0.9	172.221	175.95	173.092	1
43	2	5	35	176.218	4	Aircraft1_90%_23.jpg	0	0.9	176.218	179.948	177.257	0
43	2	5	36	180.216	4	Aircraft1_90%_21.jpg	0	0.9	180.216	183.95	181.012	0
43	2	5	37	184.233	4	Aircraft2_90%_36.jpg	1	0.9	184.233	187.967	185.793	1
43	2	5	38	188.26	4	rest.jpg	n/a	n/a	188.26	191.997	192.26	n/a
43	2	5	39	192.23	4	rest.jpg	n/a	n/a	192.23	195.961	196.23	n/a
43	2	5	40	196.196	4	rest.jpg	n/a	n/a	196.196	199.933	200.196	n/a
43	2	6	41	200.221	4	Aircraft2_70%_31.jpg	1	0.75	200.221	203.953	202.671	1
43	2	6	42	204.25	4	Aircraft1_70%_4.jpg	0	0.75	204.25	207.982	206.644	0
