onset	duration	stim_file	stim_lable	levelOfOcclusion	stim_started	stim_stopped	key_time	key_fix
400.327	4	Aircraft2_70%_43.jpg	1	0.75	400.327	404.057	402.188	1
404.34	4	Aircraft2_70%_46.jpg	1	0.75	404.34	408.069	406.063	1
408.355	4	Aircraft1_70%_42.jpg	0	0.75	408.355	412.085	409.685	0
412.367	4	rest.jpg	NaN	NaN	412.367	416.103	416.367	NaN
416.335	4	rest.jpg	NaN	NaN	416.335	420.065	420.335	NaN
420.314	4	rest.jpg	NaN	NaN	420.314	424.044	424.314	NaN
424.332	4	Aircraft2_10%_30.jpg	1	0.1	424.332	428.065	425.664	1
428.328	4	Aircraft2_10%_27.jpg	1	0.1	428.328	432.066	429.44	1
432.354	4	Aircraft2_10%_50.jpg	1	0.1	432.354	436.09	433.593	1
436.359	4	Aircraft2_10%_29.jpg	1	0.1	436.359	440.094	437.647	1
440.383	4	Aircraft1_10%_6.jpg	0	0.1	440.383	444.117	441.588	0
444.399	4	rest.jpg	NaN	NaN	444.399	448.135	448.399	NaN
448.383	4	rest.jpg	NaN	NaN	448.383	452.119	452.383	NaN
452.363	4	rest.jpg	NaN	NaN	452.363	456.099	456.363	NaN
456.361	4	Aircraft2_90%_18.jpg	1	0.9	456.361	460.096	457.705	1
460.364	4	Aircraft1_90%_29.jpg	0	0.9	460.364	464.094	462.026	0
464.362	4	Aircraft2_90%_1.jpg	1	0.9	464.362	468.094	465.988	1
468.355	4	Aircraft1_90%_26.jpg	0	0.9	468.355	472.086	470.389	0
472.348	4	Aircraft2_90%_34.jpg	1	0.9	472.348	476.077	474.358	1
476.357	4	rest.jpg	NaN	NaN	476.357	480.087	480.357	NaN
480.317	4	rest.jpg	NaN	NaN	480.317	484.05	484.317	NaN
484.301	4	rest.jpg	NaN	NaN	484.301	488.032	488.301	NaN
488.319	4	Aircraft1_70%_17.jpg	0	0.75	488.319	492.052	490.08	0
492.318	4	Aircraft2_70%_42.jpg	1	0.75	492.318	496.048	494.839	1
496.314	4	Aircraft2_70%_44.jpg	1	0.75	496.314	500.044	498.406	1
500.311	4	Aircraft1_70%_10.jpg	0	0.75	500.311	504.041	502.291	0
504.308	4	Aircraft2_70%_25.jpg	1	0.75	504.308	508.041	506.582	1
508.325	4	rest.jpg	NaN	NaN	508.325	512.057	512.325	NaN
512.288	4	rest.jpg	NaN	NaN	512.288	516.017	516.288	NaN
516.248	4	rest.jpg	NaN	NaN	516.248	519.978	520.248	NaN
520.259	4	Aircraft1_10%_38.jpg	0	0.1	520.259	523.992	521.83	0
524.273	4	Aircraft2_10%_21.jpg	1	0.1	524.273	528.012	525.322	1
528.292	4	Aircraft1_10%_16.jpg	0	0.1	528.292	532.028	529.291	0
532.318	4	Aircraft1_10%_46.jpg	0	0.1	532.318	536.048	533.648	0
536.335	4	Aircraft2_10%_40.jpg	1	0.1	536.335	540.068	537.472	1
540.339	4	rest.jpg	NaN	NaN	540.339	544.074	544.339	NaN
544.328	4	rest.jpg	NaN	NaN	544.328	548.059	548.328	NaN
548.307	4	rest.jpg	NaN	NaN	548.307	552.037	552.307	NaN
552.297	4	Aircraft2_90%_4.jpg	1	0.9	552.297	556.027	553.762	1
556.289	4	Aircraft1_90%_43.jpg	0	0.9	556.289	560.026	557.931	0
560.303	4	Aircraft1_90%_9.jpg	0	0.9	560.303	564.035	562.225	0
564.32	4	Aircraft1_90%_11.jpg	0	0.9	564.32	568.05	566.488	0
568.336	4	Aircraft1_90%_50.jpg	0	0.9	568.336	572.069	570.696	0
572.357	4	rest.jpg	NaN	NaN	572.357	576.093	576.357	NaN
576.326	4	rest.jpg	NaN	NaN	576.326	580.056	580.326	NaN
580.302	4	rest.jpg	NaN	NaN	580.302	584.032	584.302	NaN
584.297	4	Aircraft1_70%_12.jpg	0	0.75	584.297	588.028	585.595	0
588.312	4	Aircraft2_70%_32.jpg	1	0.75	588.312	592.048	590.01	1
592.311	4	Aircraft2_70%_48.jpg	1	0.75	592.311	596.041	594.31	1
596.328	4	Aircraft1_70%_19.jpg	0	0.75	596.328	600.058	597.878	0
600.351	4	Aircraft1_70%_33.jpg	0	0.75	600.351	604.081	601.833	0
604.371	4	rest.jpg	NaN	NaN	604.371	608.103	608.371	NaN
608.351	4	rest.jpg	NaN	NaN	608.351	612.08	612.351	NaN
612.327	4	rest.jpg	NaN	NaN	612.327	616.065	616.327	NaN
616.347	4	Aircraft2_10%_23.jpg	1	0.1	616.347	620.079	617.629	1
620.357	4	Aircraft1_10%_28.jpg	0	0.1	620.357	624.087	621.29	0
624.376	4	Aircraft2_10%_13.jpg	1	0.1	624.376	628.106	625.311	1
628.371	4	Aircraft1_10%_45.jpg	0	0.1	628.371	632.107	629.797	0
632.392	4	Aircraft1_10%_37.jpg	0	0.1	632.392	636.128	633.384	0
636.393	4	rest.jpg	NaN	NaN	636.393	640.127	640.393	NaN
640.359	4	rest.jpg	NaN	NaN	640.359	644.091	644.359	NaN
644.339	4	rest.jpg	NaN	NaN	644.339	648.076	648.339	NaN
648.355	4	Aircraft2_90%_33.jpg	1	0.9	648.355	652.091	650.04	1
652.351	4	Aircraft2_90%_38.jpg	1	0.9	652.351	656.088	654.443	1
656.35	4	Aircraft1_90%_30.jpg	0	0.9	656.35	660.08	658.615	0
660.36	4	Aircraft1_90%_41.jpg	0	0.9	660.36	664.092	662.7	0
664.377	4	Aircraft1_90%_18.jpg	0	0.9	664.377	668.108	666.367	0
668.373	4	rest.jpg	NaN	NaN	668.373	672.109	672.373	NaN
672.359	4	rest.jpg	NaN	NaN	672.359	676.091	676.359	NaN
676.336	4	rest.jpg	NaN	NaN	676.336	680.067	680.336	NaN
680.332	4	Aircraft2_70%_9.jpg	1	0.75	680.332	684.069	682.365	1
684.343	4	Aircraft2_70%_6.jpg	1	0.75	684.343	688.073	685.702	1
688.36	4	Aircraft1_70%_23.jpg	0	0.75	688.36	692.09	690.012	0
692.357	4	Aircraft1_70%_21.jpg	0	0.75	692.357	696.087	693.933	0
696.375	4	Aircraft2_70%_36.jpg	1	0.75	696.375	700.11	698.047	1
700.375	4	rest.jpg	NaN	NaN	700.375	704.108	704.375	NaN
704.34	4	rest.jpg	NaN	NaN	704.34	708.075	708.34	NaN
708.325	4	rest.jpg	NaN	NaN	708.325	712.06	712.325	NaN
712.342	4	Aircraft2_10%_41.jpg	1	0.1	712.342	716.079	713.809	1
716.346	4	Aircraft1_10%_22.jpg	0	0.1	716.346	720.076	717.364	0
720.359	4	Aircraft1_10%_44.jpg	0	0.1	720.359	724.091	721.288	0
724.373	4	Aircraft1_10%_1.jpg	0	0.1	724.373	728.103	725.166	0
728.368	4	Aircraft2_10%_37.jpg	1	0.1	728.368	732.098	729.269	1
732.363	4	rest.jpg	NaN	NaN	732.363	736.093	736.363	NaN
736.324	4	rest.jpg	NaN	NaN	736.324	740.054	740.324	NaN
740.286	4	rest.jpg	NaN	NaN	740.286	744.018	744.286	NaN
744.302	4	Aircraft2_90%_31.jpg	1	0.9	744.302	748.037	746.262	1
748.298	4	Aircraft1_90%_4.jpg	0	0.9	748.298	752.03	750.417	0
752.31	4	Aircraft2_90%_20.jpg	1	0.9	752.31	756.046	753.776	1
756.327	4	Aircraft1_90%_7.jpg	0	0.9	756.327	760.064	757.999	0
760.326	4	Aircraft1_90%_8.jpg	0	0.9	760.326	764.063	761.706	0
764.348	4	rest.jpg	NaN	NaN	764.348	768.078	768.348	NaN
768.327	4	rest.jpg	NaN	NaN	768.327	772.057	772.327	NaN
772.301	4	rest.jpg	NaN	NaN	772.301	776.031	776.301	NaN
776.298	4	Aircraft2_70%_14.jpg	1	0.75	776.298	780.028	777.837	1
780.311	4	Aircraft2_70%_5.jpg	1	0.75	780.311	784.044	782.334	1
784.329	4	Aircraft2_70%_15.jpg	1	0.75	784.329	788.061	786.111	1
788.326	4	Aircraft2_70%_19.jpg	1	0.75	788.326	792.058	789.904	1
792.325	4	Aircraft1_70%_31.jpg	0	0.75	792.325	796.058	793.662	0
796.322	4	rest.jpg	NaN	NaN	796.322	800.054	800.322	NaN
800.303	4	rest.jpg	NaN	NaN	800.303	804.037	804.303	NaN
804.269	4	rest.jpg	NaN	NaN	804.269	808.007	808.269	NaN
808.28	4	Aircraft2_10%_9.jpg	1	0.1	808.28	812.013	809.239	1
812.277	4	Aircraft2_10%_6.jpg	1	0.1	812.277	816.007	813.1	1
816.276	4	Aircraft1_10%_23.jpg	0	0.1	816.276	820.012	817.279	0
820.279	4	Aircraft1_10%_21.jpg	0	0.1	820.279	824.016	821.184	0
824.295	4	Aircraft2_10%_36.jpg	1	0.1	824.295	828.026	825.28	1
828.289	4	rest.jpg	NaN	NaN	828.289	832.019	832.289	NaN
832.266	4	rest.jpg	NaN	NaN	832.266	836.005	836.266	NaN
836.257	4	rest.jpg	NaN	NaN	836.257	839.996	840.257	NaN
840.264	4	Aircraft2_90%_24.jpg	1	0.9	840.264	843.996	841.708	1
844.264	4	Aircraft2_90%_2.jpg	1	0.9	844.264	847.995	845.961	1
848.26	4	Aircraft2_90%_43.jpg	1	0.9	848.26	851.992	849.997	1
852.279	4	Aircraft2_90%_46.jpg	1	0.9	852.279	856.014	854.361	1
856.276	4	Aircraft1_90%_42.jpg	0	0.9	856.276	860.006	858.635	0
860.272	4	rest.jpg	NaN	NaN	860.272	864.005	863.64	NaN
864.24	4	rest.jpg	NaN	NaN	864.24	867.97	868.24	NaN
868.226	4	rest.jpg	NaN	NaN	868.226	871.963	872.226	NaN
872.235	4	Aircraft1_70%_3.jpg	0	0.75	872.235	875.966	873.671	0
876.237	4	Aircraft2_70%_28.jpg	1	0.75	876.237	879.969	878.005	1
880.266	4	Aircraft1_70%_24.jpg	0	0.75	880.266	883.997	881.571	0
884.286	4	Aircraft2_70%_39.jpg	1	0.75	884.286	888.025	885.5	1
888.31	4	Aircraft2_70%_8.jpg	1	0.75	888.31	892.04	890.09	1
892.322	4	rest.jpg	NaN	NaN	892.322	896.052	896.322	NaN
896.283	4	rest.jpg	NaN	NaN	896.283	900.013	900.283	NaN
900.245	4	rest.jpg	NaN	NaN	900.245	903.981	904.245	NaN
904.25	4	Aircraft1_10%_12.jpg	0	0.1	904.25	907.987	905.249	0
908.281	4	Aircraft2_10%_32.jpg	1	0.1	908.281	912.018	908.984	1
912.289	4	Aircraft2_10%_48.jpg	1	0.1	912.289	916.018	913.179	1
916.281	4	Aircraft1_10%_19.jpg	0	0.1	916.281	920.013	917.229	0
920.275	4	Aircraft1_10%_33.jpg	0	0.1	920.275	924.006	921.255	0
924.292	4	rest.jpg	NaN	NaN	924.292	928.025	928.292	NaN
928.257	4	rest.jpg	NaN	NaN	928.257	931.993	932.257	NaN
932.254	4	rest.jpg	NaN	NaN	932.254	935.987	936.254	NaN
936.255	4	Aircraft1_90%_17.jpg	0	0.9	936.255	939.986	937.802	0
940.254	4	Aircraft2_90%_42.jpg	1	0.9	940.254	943.986	942.045	1
944.274	4	Aircraft2_90%_44.jpg	1	0.9	944.274	948.012	946.079	1
948.292	4	Aircraft1_90%_10.jpg	0	0.9	948.292	952.022	950.312	0
952.297	4	Aircraft2_90%_25.jpg	1	0.9	952.297	956.027	954.073	1
956.308	4	rest.jpg	NaN	NaN	956.308	960.045	960.308	NaN
960.294	4	rest.jpg	NaN	NaN	960.294	964.024	964.294	NaN
964.263	4	rest.jpg	NaN	NaN	964.263	967.993	968.263	NaN
968.261	4	Aircraft1_70%_25.jpg	0	0.75	968.261	971.994	969.566	0
972.262	4	Aircraft2_70%_49.jpg	1	0.75	972.262	975.994	974.084	1
976.287	4	Aircraft2_70%_10.jpg	1	0.75	976.287	980.024	978.112	1
980.312	4	Aircraft2_70%_12.jpg	1	0.75	980.312	984.043	982.139	1
984.329	4	Aircraft2_70%_7.jpg	1	0.75	984.329	988.061	986.304	1
988.341	4	rest.jpg	NaN	NaN	988.341	992.073	992.341	NaN
992.303	4	rest.jpg	NaN	NaN	992.303	996.038	996.303	NaN
996.29	4	rest.jpg	NaN	NaN	996.29	1000.026	1000.29	NaN
