onset	duration	stim_file	stim_lable	levelOfOcclusion	stim_started	stim_stopped	key_time	key_fix	stim_started_1	stim_stopped_1	key_time_1	key_fix_1
40.031	4	Aircraft1_10%_2.jpg	0	0.1	40.031	43.766	41.249	0	40.031	43.766	41.249	0
44.056	4	Aircraft1_10%_39.jpg	0	0.1	44.056	47.791	45.814	0	44.056	47.791	45.814	0
48.109	4	Aircraft2_10%_26.jpg	1	0.1	48.109	51.845	48.915	1	48.109	51.845	48.915	1
52.155	4	Aircraft1_10%_15.jpg	0	0.1	52.155	55.89	53.96	0	52.155	55.89	53.96	0
56.222	4	Aircraft2_10%_16.jpg	1	0.1	56.222	59.952	57.688	1	56.222	59.952	57.688	1
60.226	4	rest.jpg	NaN	NaN	60.226	63.956	64.226	NaN	60.226	63.956	64.226	NaN
64.21	4	rest.jpg	NaN	NaN	64.21	67.942	68.21	NaN	64.21	67.942	68.21	NaN
68.179	4	rest.jpg	NaN	NaN	68.179	71.909	72.179	NaN	68.179	71.909	72.179	NaN
72.196	4	Aircraft2_90%_14.jpg	1	0.9	72.196	75.931	74.903	1	72.196	75.931	74.903	1
76.208	4	Aircraft2_90%_5.jpg	1	0.9	76.208	79.944	77.21	1	76.208	79.944	77.21	1
80.226	4	Aircraft2_90%_15.jpg	1	0.9	80.226	83.957	82.611	1	80.226	83.957	82.611	1
84.238	4	Aircraft2_90%_19.jpg	1	0.9	84.238	87.975	87.602	1	84.238	87.975	87.602	1
88.256	4	Aircraft1_90%_31.jpg	0	0.9	88.256	91.99	91.052	0	88.256	91.99	91.052	0
92.277	4	rest.jpg	NaN	NaN	92.277	96.009	96.277	NaN	92.277	96.009	96.277	NaN
96.259	4	rest.jpg	NaN	NaN	96.259	99.989	100.259	NaN	96.259	99.989	100.259	NaN
100.228	4	rest.jpg	NaN	NaN	100.228	103.963	104.228	NaN	100.228	103.963	104.228	NaN
104.39	4	Aircraft2_70%_4.jpg	1	0.75	104.39	108.121	106.336	1	104.39	108.121	106.336	1
108.41	4	Aircraft1_70%_43.jpg	0	0.75	108.41	112.143	110.013	0	108.41	112.143	110.013	0
112.438	4	Aircraft1_70%_9.jpg	0	0.75	112.438	116.168	115.141	0	112.438	116.168	115.141	0
116.456	4	Aircraft1_70%_11.jpg	0	0.75	116.456	120.188	119.393	0	116.456	120.188	119.393	0
120.479	4	Aircraft1_70%_50.jpg	0	0.75	120.479	124.211	121.232	0	120.479	124.211	121.232	0
124.497	4	rest.jpg	NaN	NaN	124.497	128.229	128.497	NaN	124.497	128.229	128.497	NaN
